NNLS: Solver (v) 1.0
(c) 2010 Suvrit Sra
Matrix = 12121800 bytes, rhs = 10680 bytes
Extra Memory used=207884 bytes
Time		Obj
302.629	5.3112941e+008	2.0965176e+040
302.754	5.3108098e+008	2.0920999e+040
302.863	5.3046792e+008	2.0929634e+040
302.988	5.3037705e+008	2.0917323e+040
303.113	5.3004181e+008	2.0900478e+040
303.238	5.3001822e+008	2.0820184e+040
303.363	5.3000442e+008	2.0876701e+040
303.472	5.2999519e+008	2.0889131e+040
303.597	5.3407931e+008	2.0885208e+040
303.722	5.2734667e+008	3.1152859e+041
303.832	5.2673104e+008	9.1697559e+040
303.957	5.2654145e+008	3.7079211e+040
304.082	5.2646921e+008	2.0695145e+040
304.207	5.2642358e+008	2.0680949e+040
304.332	5.2625466e+008	2.0697939e+040
304.457	5.2619271e+008	2.0774122e+040
304.582	5.260221e+008	2.0756801e+040
304.691	5.2599305e+008	2.0761991e+040
304.816	5.2453654e+008	2.0755533e+040
304.941	5.2444419e+008	2.0831276e+040
305.050	5.2445123e+008	2.0677183e+040
305.175	5.2437805e+008	3.0253352e+040
305.300	5.2436308e+008	2.0755447e+040
305.425	5.2435356e+008	2.0724407e+040
305.535	5.2407768e+008	2.0717732e+040
305.660	5.2404664e+008	2.0634704e+040
305.785	5.2400861e+008	2.0705244e+040
305.894	5.2399718e+008	2.0646199e+040
306.019	5.2396312e+008	2.0667444e+040
306.144	5.2395125e+008	2.0687837e+040
306.254	5.2370182e+008	2.0679653e+040
306.379	5.2364985e+008	2.0709898e+040
306.504	5.2359348e+008	2.0673612e+040
306.613	5.2336087e+008	5.9011926e+040
306.738	5.2332512e+008	2.1911375e+040
306.863	5.2330344e+008	2.0704559e+040
306.972	5.2325932e+008	2.0675231e+040
307.097	5.2324447e+008	2.0657187e+040
307.222	5.2266625e+008	2.0663277e+040
307.347	5.2262666e+008	2.0745871e+040
307.457	5.2259643e+008	2.0682689e+040
307.582	5.225787e+008	2.066042e+040
307.707	5.1975766e+008	2.0659004e+040
307.832	5.1948661e+008	5.5285335e+040
307.941	5.193515e+008	3.0117905e+040
308.066	5.1922679e+008	2.5252385e+040
308.191	5.1910113e+008	2.2849061e+040
308.316	5.1904681e+008	2.262735e+040
308.441	5.1896306e+008	2.0428024e+040
308.550	5.1861859e+008	5.5021017e+040
308.675	5.1860217e+008	2.0504667e+040
308.800	5.1854428e+008	3.4568636e+040
308.925	5.185298e+008	2.060925e+040
309.035	5.1851956e+008	2.0574442e+040
309.160	5.1837115e+008	2.0564309e+040
309.285	5.1832541e+008	2.0497748e+040
309.394	5.1818991e+008	2.0529756e+040
309.519	5.1816892e+008	2.0466362e+040
309.644	5.18155e+008	2.0518841e+040
309.754	5.181445e+008	2.0524457e+040
309.879	5.1754566e+008	2.0520887e+040
310.004	5.1618643e+008	1.3602741e+041
310.113	5.1610013e+008	2.891896e+040
310.238	5.1607809e+008	2.0398429e+040
310.363	5.1602575e+008	2.0377891e+040
310.488	5.160116e+008	2.0374248e+040
310.613	5.1586298e+008	2.0390795e+040
310.738	5.1581209e+008	2.0434065e+040
310.863	5.1588193e+008	2.0408895e+040
310.972	5.1541184e+008	8.2528428e+040
311.097	5.1536338e+008	2.6897607e+040
311.207	5.1533749e+008	2.0476355e+040
311.332	5.1530787e+008	2.0434928e+040
311.457	5.1529242e+008	2.0411876e+040
311.582	5.1415156e+008	2.0415793e+040
311.691	5.1410158e+008	2.046447e+040
311.816	5.1407887e+008	2.0379724e+040
311.941	5.1405473e+008	2.0370407e+040
312.066	5.1279673e+008	2.0369223e+040
312.176	5.1266303e+008	3.656302e+040
312.301	5.1259787e+008	2.0350784e+040
312.426	5.1254933e+008	2.3134489e+040
312.551	5.1237231e+008	2.0354319e+040
312.660	5.1230604e+008	2.3728411e+040
312.785	5.1220623e+008	2.0336972e+040
312.910	5.1218647e+008	2.0367162e+040
313.035	5.1213638e+008	2.0339783e+040
313.144	5.1212364e+008	2.0319006e+040
313.269	5.1172418e+008	2.032441e+040
313.394	5.1168668e+008	2.0375638e+040
313.504	5.1166271e+008	2.0306728e+040
313.629	5.1164494e+008	2.0302281e+040
313.754	4.9131208e+008	2.0301949e+040
313.879	5.0529358e+008	1.5901262e+041
313.988	6.80608e+009	4.7272067e+041
314.113	1.3769594e+009	1.0202158e+043
314.238	6.8697103e+008	4.0490759e+042
314.363	5.1972428e+008	2.0045137e+042
314.472	4.9084103e+008	8.8125549e+041
314.597	4.8661293e+008	3.4718523e+041
314.722	4.858181e+008	1.4092638e+041
314.847	4.8566029e+008	8.3404324e+040
314.957	4.8547262e+008	6.3882229e+040
315.082	4.8537217e+008	6.2827087e+040
315.207	4.8459825e+008	6.3356279e+040
315.316	4.844161e+008	6.5725588e+040
315.441	4.8434307e+008	5.788299e+040
315.566	4.8429003e+008	5.8181967e+040
315.691	4.8362718e+008	5.7434763e+040
315.801	4.8276222e+008	1.1587882e+041
315.926	4.8264621e+008	4.4650557e+040
316.051	4.8259243e+008	4.4562558e+040
316.160	4.825654e+008	3.0791957e+040
316.285	4.8253703e+008	2.3985031e+040
316.410	4.8226288e+008	2.4137117e+040
316.535	4.8219323e+008	2.6326474e+040
316.644	4.8215028e+008	1.9270289e+040
316.769	4.8213468e+008	2.0972562e+040
316.894	4.8206142e+008	2.0143044e+040
317.019	4.8196883e+008	1.9311028e+040
317.144	4.8119177e+008	1.9325906e+040
317.269	4.8115088e+008	4.2679432e+040
317.394	4.8105814e+008	5.2996284e+040
317.504	4.8104865e+008	2.7924841e+040
317.629	4.8304181e+008	1.9327315e+040
317.754	4.8086708e+008	1.8128204e+041
317.879	4.8074489e+008	3.8507954e+040
317.988	4.8072675e+008	1.9326578e+040
318.129	4.8070935e+008	1.9285388e+040
318.254	4.8069826e+008	1.9268347e+040
318.363	4.8036875e+008	1.9274579e+040
318.488	4.803407e+008	1.9410003e+040
318.613	4.8031752e+008	1.9297527e+040
318.722	4.8030382e+008	1.9388659e+040
318.847	4.802886e+008	1.9348384e+040
318.972	4.8028031e+008	1.932368e+040
319.097	4.7990915e+008	1.9324284e+040
319.207	4.7989022e+008	1.9230248e+040
319.332	4.7989986e+008	2.3281599e+040
319.457	4.7983669e+008	3.8226091e+040
319.582	4.7982827e+008	2.0177931e+040
319.691	4.7982062e+008	1.9239257e+040
319.816	4.7975482e+008	1.9224354e+040
319.941	4.7972476e+008	1.9261882e+040
320.051	4.7978105e+008	1.9231384e+040
320.176	4.7961336e+008	4.6943365e+040
320.301	4.795943e+008	1.9334193e+040
320.426	4.7958648e+008	1.928109e+040
320.551	4.7953663e+008	1.9267755e+040
320.660	4.7952853e+008	1.9239218e+040
320.785	4.7948879e+008	1.9253634e+040
320.894	4.7948101e+008	1.9273736e+040
321.019	4.7942735e+008	1.9261123e+040
321.144	4.7941921e+008	1.9233314e+040
321.269	4.7938191e+008	1.9248307e+040
321.394	4.7937419e+008	1.9268516e+040
321.519	4.7931725e+008	1.9256367e+040
321.629	4.7930903e+008	1.9227848e+040
321.754	4.7927415e+008	1.9243479e+040
321.879	4.7926651e+008	1.9263247e+040
322.004	4.7920451e+008	1.9251676e+040
322.129	4.7919616e+008	1.9221899e+040
322.254	4.791642e+008	1.9238428e+040
322.363	4.7915663e+008	1.925761e+040
322.488	4.7908677e+008	1.9246785e+040
322.613	4.7907835e+008	1.921522e+040
322.738	4.7905003e+008	1.9232872e+040
322.848	4.7904255e+008	1.9252276e+040
322.973	4.7896488e+008	1.9242142e+040
323.098	4.7895616e+008	1.9209163e+040
323.223	4.7893038e+008	1.9228213e+040
323.332	4.7892307e+008	1.9246181e+040
323.457	4.7883232e+008	1.9237153e+040
323.582	4.7882358e+008	1.9201449e+040
323.707	4.7880162e+008	1.9222014e+040
323.816	4.7879457e+008	1.923914e+040
323.941	4.7867533e+008	1.92313e+040
324.066	4.7866716e+008	1.9198539e+040
324.191	4.786378e+008	1.9215743e+040
324.301	4.7863065e+008	1.9234887e+040
324.426	4.7852413e+008	1.9227118e+040
324.535	4.785154e+008	1.9204681e+040
324.660	4.7849145e+008	1.9223594e+040
324.785	4.7848379e+008	1.9237705e+040
324.894	4.7834049e+008	1.9231044e+040
325.019	4.7833243e+008	1.9206799e+040
325.144	4.7829826e+008	1.9221237e+040
325.269	4.7829046e+008	1.9238935e+040
325.379	4.7821197e+008	1.9229232e+040
325.504	4.7820409e+008	1.9203122e+040
325.629	4.7817031e+008	1.9217243e+040
325.754	4.7816246e+008	1.9236131e+040
325.863	4.7809291e+008	1.9225763e+040
325.988	4.7808523e+008	1.9201402e+040
326.113	4.7804561e+008	1.9214005e+040
326.223	4.7803762e+008	1.9234768e+040
326.348	4.779831e+008	1.9223047e+040
326.473	4.7797546e+008	1.9198171e+040
326.582	4.7793496e+008	1.9210524e+040
326.707	4.7792693e+008	1.923167e+040
326.832	4.7787496e+008	1.9219638e+040
326.941	4.7786737e+008	1.9195022e+040
327.066	4.7782524e+008	1.9207021e+040
327.191	4.7781716e+008	1.9228668e+040
327.316	4.7776823e+008	1.921624e+040
327.441	4.7776068e+008	1.9191757e+040
327.551	4.7771711e+008	1.9203466e+040
327.676	4.7770899e+008	1.9225548e+040
327.801	4.7766246e+008	1.9212774e+040
327.926	4.7765495e+008	1.9188457e+040
328.035	4.7760989e+008	1.9199886e+040
328.160	4.7760173e+008	1.9222407e+040
328.285	4.7755739e+008	1.9209288e+040
328.410	4.7754991e+008	1.9185143e+040
328.519	4.7750327e+008	1.9196293e+040
328.644	4.7749505e+008	1.9219273e+040
328.769	4.774528e+008	1.9205798e+040
328.879	4.7744535e+008	1.9181828e+040
329.004	4.7739697e+008	1.9192696e+040
329.129	4.773887e+008	1.9216168e+040
329.238	4.7734847e+008	1.9202313e+040
329.363	4.7734105e+008	1.9178521e+040
329.488	4.7729073e+008	1.9189096e+040
329.598	4.7728239e+008	1.9213108e+040
329.723	4.7724415e+008	1.9198842e+040
329.848	4.7723678e+008	1.9175226e+040
329.957	4.7718423e+008	1.9185493e+040
330.082	4.7717582e+008	1.9210108e+040
330.207	4.7713957e+008	1.9195387e+040
330.332	4.7713223e+008	1.9171947e+040
330.441	4.770771e+008	1.9181883e+040
330.566	4.770686e+008	1.9207188e+040
330.691	4.7703437e+008	1.919195e+040
330.816	4.7702664e+008	1.9168683e+040
330.941	4.7696808e+008	1.9178887e+040
331.051	4.7695988e+008	1.9201129e+040
331.176	4.769182e+008	1.9187709e+040
331.301	4.7691056e+008	1.9160713e+040
331.426	4.7687215e+008	1.9173337e+040
331.551	4.7686419e+008	1.9193949e+040
331.660	4.7681164e+008	1.918195e+040
331.785	4.7680424e+008	1.915958e+040
331.910	4.7675363e+008	1.9170085e+040
332.035	4.7674529e+008	1.9194118e+040
332.160	4.7670791e+008	1.9179669e+040
332.270	4.7670018e+008	1.915697e+040
332.395	4.7664264e+008	1.9167261e+040
332.520	4.7663446e+008	1.9189323e+040
332.629	4.7659261e+008	1.9175933e+040
332.754	4.7658504e+008	1.9149735e+040
332.879	4.7654471e+008	1.916192e+040
332.988	4.765367e+008	1.9183103e+040
333.113	4.7648805e+008	1.9170609e+040
333.238	4.7648072e+008	1.9148818e+040
333.348	4.7642645e+008	1.9158818e+040
333.473	4.7641799e+008	1.9183813e+040
333.598	4.7638386e+008	1.9168559e+040
333.723	4.7637623e+008	1.9146652e+040
333.832	4.7631137e+008	1.915622e+040
333.957	4.7630303e+008	1.9179253e+040
334.082	4.7626576e+008	1.9164911e+040
334.207	4.7625833e+008	1.913989e+040
334.316	4.7621217e+008	1.9150954e+040
334.441	4.7620397e+008	1.9173678e+040
334.566	4.761636e+008	1.9159834e+040
334.676	4.7615594e+008	1.9138554e+040
334.801	4.7609397e+008	1.9148367e+040
334.926	4.760857e+008	1.91709e+040
335.051	4.760472e+008	1.9156833e+040
335.176	4.7603979e+008	1.9132337e+040
335.285	4.7599276e+008	1.9143255e+040
335.410	4.7598454e+008	1.9166218e+040
335.535	4.7594531e+008	1.9152153e+040
335.645	4.7593768e+008	1.9131144e+040
335.770	4.7587342e+008	1.9140744e+040
335.895	4.758651e+008	1.9163619e+040
336.020	4.7582794e+008	1.9149232e+040
336.129	4.7582026e+008	1.9126993e+040
336.254	4.7576182e+008	1.913704e+040
336.379	4.7575363e+008	1.9158382e+040
336.504	4.7571144e+008	1.9144705e+040
336.613	4.757037e+008	1.9122747e+040
336.738	4.7564841e+008	1.9133073e+040
336.863	4.756403e+008	1.9153381e+040
336.973	4.7559553e+008	1.9140237e+040
337.098	4.755878e+008	1.9118666e+040
337.223	4.7553234e+008	1.9128939e+040
337.332	4.7552424e+008	1.9148955e+040
337.457	4.7547929e+008	1.9135951e+040
337.582	4.7547155e+008	1.9114441e+040
337.691	4.7541625e+008	1.9124704e+040
337.816	4.7540816e+008	1.9144485e+040
337.941	4.753629e+008	1.9131622e+040
338.051	4.7535516e+008	1.911023e+040
338.176	4.7529982e+008	1.9120468e+040
338.301	4.7529173e+008	1.9140082e+040
338.426	4.7524632e+008	1.9127327e+040
338.551	4.7523859e+008	1.9106027e+040
338.676	4.7518324e+008	1.9116247e+040
338.785	4.7517516e+008	1.9135712e+040
338.910	4.7512959e+008	1.9123058e+040
339.020	4.7512186e+008	1.9101854e+040
339.145	4.7506649e+008	1.9112052e+040
339.270	4.7505797e+008	1.9131504e+040
339.395	4.7501009e+008	1.9118128e+040
339.504	4.7500245e+008	1.9098759e+040
339.629	4.7493803e+008	1.9108075e+040
339.754	4.7492932e+008	1.91288e+040
339.863	4.74888e+008	1.9114638e+040
339.988	4.7488036e+008	1.9094153e+040
340.113	4.7481827e+008	1.9103642e+040
340.238	4.748096e+008	1.9124134e+040
340.363	4.7476736e+008	1.9110191e+040
340.488	4.7475973e+008	1.909e+040
340.598	4.7469662e+008	1.9099382e+040
340.723	4.7468791e+008	1.9120048e+040
340.848	4.7464658e+008	1.9106052e+040
340.973	4.7463895e+008	1.9085766e+040
341.098	4.7457565e+008	1.9095113e+040
341.223	4.7456694e+008	1.9115847e+040
341.332	4.7452601e+008	1.9101865e+040
341.457	4.7451839e+008	1.9081587e+040
341.582	4.7445466e+008	1.909088e+040
341.692	4.7444594e+008	1.9111709e+040
341.817	4.7440553e+008	1.9097718e+040
341.942	4.7439792e+008	1.9077427e+040
342.067	4.7433377e+008	1.9086669e+040
342.176	4.7432504e+008	1.9107589e+040
342.301	4.7428512e+008	1.9093587e+040
342.426	4.7427752e+008	1.9073289e+040
342.535	4.7421293e+008	1.9082478e+040
342.660	4.7420419e+008	1.9103492e+040
342.785	4.7416476e+008	1.9089475e+040
342.910	4.7415718e+008	1.9069169e+040
343.020	4.7409211e+008	1.9078303e+040
343.145	4.7408336e+008	1.9099414e+040
343.270	4.7404443e+008	1.9085378e+040
343.395	4.7403685e+008	1.9065064e+040
343.520	4.7397129e+008	1.9074143e+040
343.629	4.7396252e+008	1.9095351e+040
343.754	4.7392409e+008	1.9081294e+040
343.879	4.7391651e+008	1.9060973e+040
344.004	4.7385043e+008	1.9069994e+040
344.113	4.7384165e+008	1.9091303e+040
344.238	4.7380371e+008	1.907722e+040
344.363	4.7379615e+008	1.9056891e+040
344.473	4.7372953e+008	1.9065854e+040
344.598	4.7372029e+008	1.908734e+040
344.723	4.7368269e+008	1.9072428e+040
344.848	4.7367526e+008	1.9054359e+040
344.957	4.7358947e+008	1.9062073e+040
345.082	4.7357967e+008	1.9086819e+040
345.207	4.735506e+008	1.9069372e+040
345.317	4.7354326e+008	1.9051108e+040
345.442	4.7343522e+008	1.9057834e+040
345.567	4.7342467e+008	1.9086137e+040
345.676	4.7340105e+008	1.9065933e+040
345.801	4.733938e+008	1.904751e+040
345.926	4.7324444e+008	1.9053071e+040
346.035	4.7323235e+008	1.9087228e+040
346.160	4.7321361e+008	1.9062477e+040
346.285	4.7320617e+008	1.9043347e+040
346.410	4.7293509e+008	1.9047489e+040
346.535	4.7291855e+008	1.908927e+040
346.645	4.7290125e+008	1.9053747e+040
346.770	4.7289355e+008	1.903192e+040
346.895	4.7205461e+008	1.9034449e+040
347.004	4.7200675e+008	2.2772272e+040
347.129	4.7199324e+008	1.9042606e+040
347.254	4.7198373e+008	1.9017393e+040
347.379	4.7104311e+008	1.9013446e+040
347.504	4.7102214e+008	1.8855982e+040
347.613	4.7101074e+008	1.8920162e+040
347.738	4.7100313e+008	1.8938612e+040
347.863	4.7095424e+008	1.8943187e+040
347.988	4.7094102e+008	1.9008265e+040
348.098	4.7092984e+008	1.8969256e+040
348.223	4.7092339e+008	1.8953577e+040
348.348	4.6962326e+008	1.8955445e+040
348.473	4.6938934e+008	5.3660663e+040
348.582	4.6937068e+008	1.9103315e+040
348.707	4.6935989e+008	1.9056854e+040
348.832	4.6922447e+008	1.9040229e+040
348.942	4.6920181e+008	1.8888131e+040
349.067	4.6917998e+008	1.8944766e+040
349.192	4.6916496e+008	1.8854643e+040
349.317	4.6915419e+008	1.88959e+040
349.426	4.6914717e+008	1.8915182e+040
349.551	4.6828245e+008	1.8915219e+040
349.676	4.6804036e+008	5.3674735e+040
349.785	4.6801405e+008	1.8944157e+040
349.910	4.6799843e+008	1.8895689e+040
350.035	4.6793055e+008	1.8876428e+040
350.160	4.6790391e+008	1.8841767e+040
350.285	4.6787958e+008	1.8886787e+040
350.410	4.6785531e+008	2.1000383e+040
350.520	4.6784267e+008	1.8821893e+040
350.645	4.6783481e+008	1.8842717e+040
350.754	4.6780111e+008	1.8845927e+040
350.879	4.6778763e+008	1.8907071e+040
351.004	4.6777684e+008	1.8866827e+040
351.129	4.6777036e+008	1.8850199e+040
351.239	4.6619692e+008	1.8851573e+040
351.364	4.6575088e+008	7.7057036e+040
351.489	4.657244e+008	1.902884e+040
351.614	4.6571275e+008	1.8968291e+040
351.723	4.6563034e+008	1.8948866e+040
351.848	4.6560716e+008	1.8856959e+040
351.973	4.6557963e+008	1.888365e+040
352.098	4.6556268e+008	1.878534e+040
352.207	4.6555186e+008	1.8826095e+040
352.332	4.6554476e+008	1.8836087e+040
352.457	4.6474132e+008	1.8832041e+040
352.582	4.6433976e+008	6.7343067e+040
352.692	4.6431843e+008	1.8517127e+040
352.817	4.6430211e+008	1.8516691e+040
352.942	4.64206e+008	1.8546351e+040
353.067	4.6416552e+008	1.8747936e+040
353.176	4.6433611e+008	1.8671047e+040
353.301	4.6382101e+008	8.3290895e+040
353.426	4.6377554e+008	2.3782151e+040
353.535	4.6376229e+008	1.8880196e+040
353.660	4.6374031e+008	1.8837492e+040
353.785	4.6373022e+008	1.8791324e+040
353.895	4.6362858e+008	1.8792822e+040
354.020	4.635785e+008	1.8712384e+040
354.145	4.6622399e+008	1.8691168e+040
354.254	4.6341127e+008	1.9863848e+041
354.379	4.6318223e+008	5.6395063e+040
354.504	4.6315064e+008	1.8808374e+040
354.629	4.6313836e+008	1.8743914e+040
354.739	4.631303e+008	1.8717952e+040
354.864	4.6241796e+008	1.8714481e+040
354.989	4.6239347e+008	2.0868354e+040
355.129	4.6238036e+008	1.8650148e+040
355.285	4.6237186e+008	1.8669166e+040
355.426	4.6234002e+008	1.8672495e+040
355.582	4.6232833e+008	1.872532e+040
355.707	4.623159e+008	1.8690849e+040
355.832	4.6230903e+008	1.8676684e+040
355.973	4.6133516e+008	1.8678457e+040
356.098	4.6120037e+008	3.5271498e+040
356.223	4.6118288e+008	1.8729142e+040
356.332	4.6115737e+008	1.8727643e+040
356.457	4.6101638e+008	1.871337e+040
356.582	4.6098052e+008	1.8596935e+040
356.692	4.6093968e+008	1.864148e+040
356.817	4.6090244e+008	2.8507109e+040
356.942	4.6088554e+008	1.8603994e+040
357.051	4.6087513e+008	1.8620383e+040
357.176	4.6085316e+008	1.862904e+040
357.301	4.6084428e+008	1.8662226e+040
357.426	4.6081701e+008	1.8640054e+040
357.551	4.6081069e+008	1.86248e+040
357.660	4.6050695e+008	1.8627925e+040
357.785	4.6047628e+008	1.8722479e+040
357.910	4.604662e+008	1.8660433e+040
358.035	4.6045893e+008	1.8642379e+040
358.145	4.5898324e+008	1.8639568e+040
358.270	4.589494e+008	1.9409784e+040
358.395	4.5893873e+008	1.8481361e+040
358.520	4.58922e+008	1.8471257e+040
358.629	4.58854e+008	1.8486627e+040
358.754	4.588326e+008	1.8573789e+040
358.879	4.5881216e+008	1.8496592e+040
359.004	4.5879737e+008	1.8596268e+040
359.114	4.5878702e+008	1.8554951e+040
359.239	4.5878032e+008	1.8539148e+040
359.348	4.5643741e+008	1.8540879e+040
359.473	4.5581273e+008	9.1074563e+040
359.598	4.5892656e+008	7.7351947e+040
359.707	4.5563552e+008	2.6801033e+041
359.832	4.5524653e+008	1.2262578e+041
359.957	4.5514222e+008	6.0448145e+040
360.067	4.5508879e+008	3.5596485e+040
360.192	4.5504805e+008	2.1979504e+040
360.317	4.5474233e+008	2.1107234e+040
360.426	4.5470696e+008	4.2816896e+040
360.551	4.5466318e+008	2.460183e+040
360.676	4.5464869e+008	2.0936946e+040
360.801	4.5462786e+008	1.852747e+040
360.911	4.5461703e+008	1.8529265e+040
361.036	4.5421258e+008	1.8521479e+040
361.160	4.5415745e+008	2.4029077e+040
361.270	4.5413724e+008	2.0003297e+040
361.395	4.5412006e+008	2.3474929e+040
361.520	4.5411253e+008	1.8319944e+040
361.645	4.5410814e+008	1.829574e+040
361.770	4.5398322e+008	1.8297907e+040
361.879	4.5384687e+008	4.8461593e+040
362.004	4.538343e+008	1.8589456e+040
362.129	4.5379724e+008	1.8576954e+040
362.254	4.5367514e+008	1.8526325e+040
362.364	4.5362936e+008	1.8331595e+040
362.489	4.5415975e+008	1.8401991e+040
362.614	4.5384841e+008	9.4246512e+040
362.723	4.5374841e+008	5.1972369e+040
362.848	4.5368939e+008	5.2538575e+040
362.973	4.5360229e+008	3.5099936e+040
363.098	4.5357156e+008	4.3681547e+040
363.207	4.5352306e+008	2.3330245e+040
363.332	4.5348846e+008	2.0916861e+040
363.457	4.5343318e+008	2.0392761e+040
363.567	4.5341763e+008	1.8362092e+040
363.692	4.5339646e+008	1.8398481e+040
363.817	4.5338896e+008	1.8357014e+040
363.942	4.5336323e+008	1.8372829e+040
364.051	4.5335617e+008	1.8390622e+040
364.176	4.532899e+008	1.8380313e+040
364.301	4.5328311e+008	1.8361428e+040
364.426	4.5323777e+008	1.8372298e+040
364.536	4.5322994e+008	1.8398465e+040
364.661	4.5320139e+008	1.8382523e+040
364.770	4.5319437e+008	1.8363161e+040
364.895	4.5312569e+008	1.8372277e+040
365.020	4.5311764e+008	1.8396869e+040
365.176	4.5309233e+008	1.8379524e+040
365.301	4.5308545e+008	1.8363677e+040
365.442	4.5298768e+008	1.8370946e+040
365.567	4.5297795e+008	1.840592e+040
365.676	4.5295906e+008	1.8385764e+040
365.801	4.5295192e+008	1.8371739e+040
365.926	4.5275989e+008	1.8376522e+040
366.036	4.5274827e+008	1.8410055e+040
366.161	4.5273426e+008	1.8383497e+040
366.286	4.5272723e+008	1.8369402e+040
366.411	4.5222681e+008	1.8372149e+040
366.536	4.5220718e+008	1.8413058e+040
366.661	4.5219688e+008	1.8368991e+040
366.770	4.5218993e+008	1.8353896e+040
366.911	5.3509235e+008	1.8353599e+040
367.067	4.0047733e+008	1.5427865e+042
367.192	1.6093268e+010	8.2574359e+041
367.317	2.3860103e+009	1.6204874e+043
367.426	8.4695191e+008	5.7504166e+042
367.551	4.258004e+008	2.9645511e+042
367.676	3.5987165e+008	1.2496899e+042
367.801	3.4989833e+008	5.2123874e+041
367.911	3.4854359e+008	2.2835462e+041
368.036	3.4829032e+008	1.0212283e+041
368.145	3.4803187e+008	6.4621658e+040
368.270	3.4788823e+008	6.677878e+040
368.395	3.4888808e+008	6.3870524e+040
368.520	3.4598075e+008	2.8570423e+041
368.629	3.4589938e+008	5.4760633e+040
368.754	3.4584708e+008	3.5209257e+040
368.879	3.4551845e+008	2.953612e+040
369.004	3.4537006e+008	3.3578172e+040
369.129	3.4513232e+008	3.0697024e+040
369.254	3.4508335e+008	4.6545231e+040
369.364	3.4504219e+008	3.5251078e+040
369.489	3.4502139e+008	2.3338659e+040
369.614	3.4512808e+008	2.2519387e+040
369.739	3.4405829e+008	1.4286309e+041
369.864	3.4403464e+008	2.9295963e+040
369.973	3.4401895e+008	2.3015804e+040
370.098	3.4391629e+008	2.1144099e+040
370.223	3.4388637e+008	1.5158583e+040
370.348	3.4383798e+008	1.7639833e+040
370.473	3.4382222e+008	1.3927145e+040
370.582	3.4376645e+008	1.5623567e+040
370.708	3.4375047e+008	1.6645539e+040
370.833	3.435697e+008	1.5391955e+040
370.958	3.4353903e+008	1.6830022e+040
371.067	3.4351138e+008	1.9564044e+040
371.192	3.4348706e+008	1.8810492e+040
371.317	3.4347215e+008	1.3425016e+040
371.442	3.4346238e+008	1.3389327e+040
371.551	3.6145432e+008	1.3391345e+040
371.676	3.4270855e+008	5.123362e+041
371.801	3.4167697e+008	1.3371318e+041
371.926	3.4150764e+008	5.1934034e+040
372.051	3.4145592e+008	3.701598e+040
372.161	3.4142e+008	3.0440535e+040
372.286	3.4113946e+008	2.7748465e+040
372.411	3.4106982e+008	1.6330791e+040
372.536	3.4110049e+008	1.6820225e+040
372.645	3.4104574e+008	4.0078953e+040
372.770	3.4102424e+008	2.4475078e+040
372.895	3.4101332e+008	2.2226153e+040
373.020	3.4098409e+008	1.5801251e+040
373.129	3.4097207e+008	2.2534574e+040
373.254	3.4096038e+008	1.3759044e+040
373.379	3.4095438e+008	1.3745031e+040
373.489	3.4094424e+008	1.3749621e+040
373.614	3.4065864e+008	5.6039e+040
373.739	3.4064907e+008	1.3836811e+040
373.864	3.4064064e+008	1.3802448e+040
373.973	3.4049278e+008	1.3791922e+040
374.098	3.404596e+008	1.3760895e+040
374.223	3.4041948e+008	1.3845777e+040
374.348	3.4039648e+008	2.4689727e+040
374.458	3.403858e+008	1.5005751e+040
374.583	3.4037963e+008	1.3767388e+040
374.708	3.4035544e+008	1.3783764e+040
374.833	3.4034766e+008	1.3859699e+040
374.942	3.4033479e+008	1.3824628e+040
375.067	3.4033036e+008	1.3811195e+040
375.192	3.3999498e+008	1.3814928e+040
375.301	3.3988509e+008	3.5008343e+040
375.426	3.3987347e+008	1.3928428e+040
375.551	3.398669e+008	1.3869274e+040
375.676	3.3978041e+008	1.3855025e+040
375.786	3.3977205e+008	1.379613e+040
375.911	3.3975439e+008	1.3836202e+040
376.036	3.3974735e+008	1.38583e+040
376.161	3.394014e+008	1.3851928e+040
376.286	3.3938912e+008	1.3842093e+040
376.411	3.3937631e+008	1.3902639e+040
376.536	3.3937121e+008	1.3865071e+040
376.645	3.3927275e+008	1.3872544e+040
376.770	3.3925998e+008	1.3921204e+040
376.895	3.392492e+008	1.3861523e+040
377.020	3.3924105e+008	1.3859284e+040
377.129	3.382927e+008	1.3865972e+040
377.254	3.381965e+008	2.1598066e+040
377.379	3.3816666e+008	2.070153e+040
377.504	3.3814825e+008	2.2163851e+040
377.614	3.3813622e+008	1.4625455e+040
377.739	3.3812848e+008	1.3990445e+040
377.864	3.3808749e+008	1.398786e+040
377.973	3.3807688e+008	1.3964056e+040
378.098	3.3806542e+008	1.3919747e+040
378.223	3.3804787e+008	1.3925519e+040
378.333	3.3637944e+008	1.3928568e+040
378.458	3.3336377e+008	1.9705624e+041
378.583	3.3331323e+008	1.9141124e+040
378.692	3.3328949e+008	1.4080198e+040
378.817	3.3322419e+008	1.4066176e+040
378.942	3.3319949e+008	1.7721577e+040
379.067	3.331287e+008	1.3992443e+040
379.176	3.3311348e+008	1.3991423e+040
379.301	3.3309882e+008	1.3930109e+040
379.411	3.3309177e+008	1.4003099e+040
379.536	3.3308166e+008	1.3970277e+040
379.661	3.3307649e+008	1.3955328e+040
379.786	3.3275491e+008	1.3958879e+040
379.895	3.3272113e+008	1.6005493e+040
