NNLS: Solver (v) 1.0
(c) 2010 Suvrit Sra
Matrix = 12121800 bytes, rhs = 10680 bytes
Extra Memory used=207884 bytes
Time		Obj
156.674	1.1615151e+009	3.4979976e+040
156.799	1.1512556e+009	2.888299e+041
156.924	1.1509233e+009	3.967298e+040
157.049	1.1506128e+009	3.5033907e+040
157.158	1.1492535e+009	3.4945475e+040
157.283	1.148946e+009	4.4024029e+040
157.408	1.1487903e+009	3.4834144e+040
157.533	1.1487121e+009	3.4936174e+040
157.642	1.1484215e+009	3.4906127e+040
157.767	1.1482039e+009	3.4905699e+040
157.892	1.1177576e+009	3.4905985e+040
158.017	1.1067881e+009	2.9739511e+041
158.127	1.6553683e+009	1.9167943e+041
158.252	1.1611067e+009	3.0823989e+042
158.377	1.1123655e+009	1.126148e+042
158.486	1.1029484e+009	4.697758e+041
158.611	1.1015693e+009	1.7247632e+041
158.736	1.1012545e+009	8.6312883e+040
158.861	1.1010548e+009	8.1126076e+040
158.971	1.100905e+009	7.6968437e+040
159.096	1.1000816e+009	7.4877497e+040
159.221	1.0977766e+009	1.8182953e+041
159.346	1.0975923e+009	3.4355203e+040
159.455	1.097534e+009	3.446111e+040
159.580	1.0975196e+009	3.4466099e+040
159.705	1.0964901e+009	9.6996916e+040
159.814	1.0963653e+009	3.4619382e+040
159.939	1.0962546e+009	3.4570035e+040
160.064	1.094515e+009	3.4549837e+040
160.174	1.0942637e+009	3.4606467e+040
160.299	1.0940887e+009	3.4422556e+040
160.424	1.0939882e+009	3.4468429e+040
160.549	1.0910669e+009	3.4456958e+040
160.658	1.0906445e+009	3.4469147e+040
160.783	1.0906044e+009	3.4463437e+040
160.908	1.0903368e+009	7.3591253e+040
161.033	1.0902035e+009	4.1760024e+040
161.142	1.0901221e+009	3.7655171e+040
161.267	1.0899104e+009	3.4335692e+040
161.392	1.0898387e+009	3.4366943e+040
161.517	1.0893331e+009	3.4350755e+040
161.627	1.0891428e+009	4.8196497e+040
161.752	1.089038e+009	3.4356157e+040
161.877	1.0877254e+009	3.4354919e+040
162.002	1.402435e+009	3.435801e+040
162.111	1.2555421e+009	1.7862134e+042
162.236	1.2234403e+009	8.3770675e+041
162.361	1.1671076e+009	8.2814419e+041
162.486	1.1382449e+009	8.5560463e+041
162.596	1.1336007e+009	5.5958617e+041
162.721	1.1178835e+009	5.08658e+041
162.846	1.1114269e+009	4.8303167e+041
162.971	1.0947459e+009	3.276511e+041
163.080	1.0904538e+009	4.4912773e+041
163.205	1.0847844e+009	2.1513638e+041
163.330	1.0823717e+009	2.9158505e+041
163.455	1.0800256e+009	1.8136835e+041
163.564	1.0727529e+009	1.6989196e+041
163.689	1.0761065e+009	1.9774622e+041
163.814	1.0715056e+009	3.2298571e+041
163.939	1.069747e+009	1.9287426e+041
164.049	1.0686601e+009	2.1746347e+041
164.174	1.0668807e+009	1.4094855e+041
164.299	1.066322e+009	1.4214992e+041
164.424	1.0653747e+009	7.1872716e+040
164.533	1.0650604e+009	1.1210498e+041
164.658	1.0642834e+009	8.7063471e+040
164.783	1.0636659e+009	5.3740412e+040
164.908	1.3399019e+009	4.2890753e+040
165.017	1.0701751e+009	1.7728902e+042
165.142	1.0564104e+009	3.5976731e+041
165.267	1.0539653e+009	1.0986566e+041
165.377	1.053358e+009	6.1729657e+040
165.502	1.0530431e+009	4.1631104e+040
165.627	1.0525821e+009	3.3672855e+040
165.752	1.0523782e+009	3.359702e+040
165.861	1.0508161e+009	3.3602789e+040
165.986	1.0502987e+009	6.9522158e+040
166.111	1.0502136e+009	3.3687521e+040
166.236	1.0501385e+009	3.3700837e+040
166.346	1.0489514e+009	3.3695482e+040
166.471	1.0485833e+009	6.2024824e+040
166.596	1.0484549e+009	3.3655275e+040
166.705	1.0483956e+009	3.3730759e+040
166.830	1.0466071e+009	3.3726588e+040
166.955	1.0461514e+009	4.3276695e+040
167.080	1.0459413e+009	3.3826208e+040
167.205	1.0458505e+009	3.3750856e+040
167.314	1.0457071e+009	3.3784647e+040
167.439	1.045644e+009	3.3798019e+040
167.564	1.0419042e+009	3.3793767e+040
167.674	1.0417843e+009	3.3776539e+040
167.799	1.0416739e+009	3.3827377e+040
167.924	1.0416173e+009	3.3819239e+040
168.033	1.0371011e+009	3.3819799e+040
168.158	1.0234227e+009	3.6292651e+041
168.283	1.0229572e+009	4.752475e+040
168.408	1.0228014e+009	3.3110499e+040
168.517	1.02239e+009	3.3090693e+040
168.643	1.0221932e+009	4.8500747e+040
168.767	1.0219659e+009	3.3135411e+040
168.893	1.0218431e+009	3.3133909e+040
169.018	1.0197937e+009	3.3123147e+040
169.127	1.019536e+009	3.771961e+040
169.252	1.0194649e+009	3.3135649e+040
169.377	1.0193159e+009	5.4420805e+040
169.502	1.0192713e+009	3.3157057e+040
169.611	1.0192325e+009	3.3143996e+040
169.736	1.0222181e+009	3.3139025e+040
169.861	1.0093305e+009	3.6154375e+041
169.986	1.0090347e+009	5.1903555e+040
170.111	1.0088433e+009	5.3401523e+040
170.221	1.0086949e+009	4.7666596e+040
170.346	1.008503e+009	4.3453356e+040
170.471	1.0073417e+009	3.9207183e+040
170.596	1.0070746e+009	3.2858577e+040
170.705	1.0068901e+009	3.2884503e+040
170.830	1.0068159e+009	3.2915662e+040
170.955	1.0066103e+009	3.2885163e+040
171.080	1.0065185e+009	3.2876972e+040
171.205	1.0040223e+009	3.28859e+040
171.314	1.0037872e+009	3.2894228e+040
171.439	1.0037278e+009	3.2768656e+040
171.564	1.0034411e+009	6.3049934e+040
171.689	1.003353e+009	3.2872198e+040
171.799	1.0032869e+009	3.2834216e+040
171.924	1.0006985e+009	3.2824178e+040
172.049	1.0006221e+009	3.2722745e+040
172.158	1.0005309e+009	3.2760841e+040
172.283	1.000466e+009	3.2772808e+040
172.408	1.0132629e+009	3.2763923e+040
172.533	9.8869333e+008	4.8655843e+041
172.643	9.864628e+008	1.5491297e+041
172.768	9.8554331e+008	8.5726043e+040
172.893	9.8517525e+008	6.7782853e+040
173.002	9.8458084e+008	7.1730216e+040
173.127	9.8423917e+008	5.1041444e+040
173.252	9.8408585e+008	3.2297803e+040
173.361	9.8364045e+008	3.2345797e+040
173.486	9.8328831e+008	3.2352879e+040
173.611	9.8282363e+008	3.2410951e+040
173.736	9.8247329e+008	6.653666e+040
173.861	9.8233408e+008	3.2228794e+040
173.971	9.8222365e+008	3.7868762e+040
174.096	9.8196612e+008	3.2290885e+040
174.221	9.8187883e+008	3.4301457e+040
174.346	9.8155432e+008	3.2336202e+040
174.455	9.8147423e+008	3.2390657e+040
174.580	9.8129052e+008	3.2347662e+040
174.705	9.8123102e+008	3.2325107e+040
174.814	9.7904367e+008	3.2331826e+040
174.939	9.7861767e+008	4.1336748e+040
175.064	9.7850975e+008	3.2233229e+040
175.189	9.7845421e+008	3.2283355e+040
175.314	9.7802862e+008	3.2258641e+040
175.439	9.7787851e+008	3.2238876e+040
175.564	9.7499901e+008	3.2227082e+040
175.674	9.744518e+008	5.7749318e+040
175.799	9.7435175e+008	3.2258129e+040
175.924	9.7421944e+008	3.2232898e+040
176.049	9.7203898e+008	3.2217708e+040
176.158	9.7186506e+008	3.2111061e+040
176.283	9.7163181e+008	3.2132509e+040
176.408	9.7148339e+008	3.2132069e+040
176.518	9.6110649e+008	3.2135884e+040
176.643	9.6077641e+008	1.0019056e+041
176.768	9.5959748e+008	1.534016e+041
176.893	9.5940764e+008	8.1541227e+040
177.002	9.5856187e+008	7.8410678e+040
177.127	9.5832801e+008	5.644847e+040
177.252	9.5810404e+008	4.3779929e+040
177.361	9.579533e+008	3.8828973e+040
177.486	9.5730229e+008	3.3551535e+040
177.611	9.5719727e+008	3.9336053e+040
177.736	9.5718529e+008	3.4077367e+040
177.846	9.5699234e+008	5.6665911e+040
177.971	9.5695714e+008	3.1895639e+040
178.096	9.569246e+008	3.1883493e+040
178.221	9.5235275e+008	3.187824e+040
178.346	9.477639e+008	2.2260531e+041
178.455	9.4754014e+008	3.1485768e+040
178.580	9.4743475e+008	3.1636199e+040
178.705	9.4725619e+008	3.1587204e+040
178.830	9.4699972e+008	3.1587813e+040
178.940	9.4598278e+008	3.1626682e+040
179.065	9.4589494e+008	3.1523739e+040
179.190	9.4583461e+008	3.1590545e+040
179.315	9.4573969e+008	3.1595173e+040
179.424	9.4528759e+008	3.1619287e+040
179.549	9.4524136e+008	3.1576059e+040
179.674	9.4465949e+008	3.1584854e+040
179.799	9.4454554e+008	3.1633279e+040
179.908	9.4440604e+008	3.1579603e+040
180.033	9.4433476e+008	3.1563271e+040
180.158	9.3711645e+008	3.156745e+040
180.283	9.3688267e+008	3.1612491e+040
180.393	9.3676589e+008	3.1469251e+040
180.518	9.3671092e+008	3.15006e+040
180.643	9.3626363e+008	3.1476885e+040
180.768	9.3606907e+008	3.1442302e+040
180.877	9.3074719e+008	3.1432186e+040
181.002	9.2742683e+008	1.7353485e+041
181.127	9.2726061e+008	3.1289213e+040
181.252	9.2718534e+008	3.1208878e+040
181.377	9.2629822e+008	3.1192816e+040
181.502	9.2617604e+008	3.1141277e+040
181.611	9.2592888e+008	3.119927e+040
181.736	9.2587932e+008	3.1162308e+040
181.861	9.2555587e+008	3.1177889e+040
181.986	9.2547474e+008	3.121952e+040
182.111	9.2517044e+008	3.1189364e+040
182.236	9.2510049e+008	3.1162633e+040
182.346	9.2364732e+008	3.1172641e+040
182.471	9.2356047e+008	3.1185772e+040
182.580	9.2333156e+008	3.1149186e+040
182.705	9.2326519e+008	3.1127053e+040
182.830	9.2076082e+008	3.1133943e+040
182.955	9.2064403e+008	3.1159413e+040
183.080	9.2051453e+008	3.110084e+040
183.205	9.2044536e+008	3.1084915e+040
183.346	9.0651975e+008	3.1086362e+040
183.471	9.0623784e+008	4.0706775e+040
183.596	9.0612833e+008	3.0686184e+040
183.705	9.0607297e+008	3.0775288e+040
183.830	9.0586311e+008	3.0746063e+040
183.955	9.056774e+008	3.0754951e+040
184.065	8.7065133e+008	3.0750573e+040
184.190	8.4695276e+008	4.525727e+041
184.315	8.4655433e+008	5.8599906e+040
184.440	8.4608667e+008	5.2009036e+040
184.549	8.4436948e+008	4.5687931e+040
184.674	8.44111e+008	2.9581692e+040
184.799	8.4389961e+008	4.7543779e+040
184.908	8.436311e+008	5.3794833e+040
185.033	8.4352346e+008	3.0224717e+040
185.158	8.4343722e+008	2.9448988e+040
185.283	8.4324086e+008	2.9471254e+040
185.408	8.4317154e+008	2.950297e+040
185.533	8.4276547e+008	2.9469203e+040
185.643	8.4265974e+008	2.9470294e+040
185.768	8.4232649e+008	2.9422074e+040
185.893	8.4223687e+008	2.9448843e+040
186.018	8.4191239e+008	2.9406606e+040
186.127	8.41732e+008	2.9393355e+040
186.252	8.4110923e+008	2.9366899e+040
186.377	8.3820893e+008	1.5946368e+041
186.502	8.3808068e+008	2.9287431e+040
186.611	8.3800911e+008	2.9222126e+040
186.736	8.3718787e+008	2.9209292e+040
186.861	8.3709387e+008	2.9171894e+040
186.986	8.3694564e+008	2.922535e+040
187.096	8.3684929e+008	2.9218979e+040
187.236	8.3194125e+008	2.9225834e+040
187.346	8.3158417e+008	6.1181915e+040
187.471	8.3119256e+008	6.8634029e+040
187.596	8.3109454e+008	3.6183159e+040
187.705	8.3099729e+008	2.91487e+040
187.830	8.3092664e+008	2.9167331e+040
187.955	8.3061422e+008	2.9154568e+040
188.080	8.3049202e+008	3.6463765e+040
188.190	8.3040983e+008	2.9018404e+040
188.315	8.3036808e+008	2.9085877e+040
188.440	8.3007695e+008	2.9068582e+040
188.565	8.2999209e+008	2.9056339e+040
188.690	8.2930033e+008	2.9070117e+040
188.799	8.2925592e+008	2.8991786e+040
188.924	8.2917494e+008	2.9023404e+040
189.049	8.2913354e+008	2.9048324e+040
189.158	8.2821119e+008	2.9037948e+040
189.283	8.2811776e+008	2.9083997e+040
189.408	8.2798495e+008	2.9030099e+040
189.533	8.2787203e+008	2.9016604e+040
189.643	7.9717374e+008	2.9015714e+040
189.768	7.954777e+008	1.7513862e+041
189.893	7.9500783e+008	1.1708534e+041
190.002	7.9425941e+008	1.1728006e+041
190.127	7.9392377e+008	1.0506174e+041
190.252	7.9382816e+008	4.7764596e+040
190.362	7.9366686e+008	3.702102e+040
190.487	7.9359973e+008	3.2971922e+040
190.612	7.9979867e+008	3.1421069e+040
190.737	7.9289947e+008	2.7945124e+041
190.846	7.9256906e+008	5.7581395e+040
190.971	7.9245526e+008	2.8321313e+040
191.096	7.9237811e+008	2.8238699e+040
191.205	7.9231129e+008	2.8200695e+040
191.330	7.9147431e+008	2.819406e+040
191.455	7.9135769e+008	2.8105589e+040
191.580	7.9120571e+008	2.8143722e+040
191.705	7.9102795e+008	5.8898604e+040
191.830	7.9094559e+008	3.2614274e+040
191.955	7.9089239e+008	4.0191117e+040
192.065	7.9078901e+008	2.8104621e+040
192.190	7.9075092e+008	3.4026859e+040
192.315	7.9068576e+008	2.8136142e+040
192.440	7.9062695e+008	2.8121333e+040
192.549	7.8953792e+008	2.812123e+040
192.674	7.8937302e+008	4.145372e+040
192.799	7.8931727e+008	2.8090205e+040
192.924	7.892651e+008	2.8067993e+040
193.033	7.8731088e+008	2.8061712e+040
193.158	7.872367e+008	2.8009317e+040
193.283	7.8717757e+008	2.8068957e+040
193.408	7.8715209e+008	2.8026189e+040
193.518	7.8683657e+008	2.8029638e+040
193.643	7.8675582e+008	2.8028637e+040
193.768	7.8668163e+008	2.7969012e+040
193.893	7.8664376e+008	2.7999968e+040
194.002	7.8488651e+008	2.7992602e+040
194.127	7.8473225e+008	2.8036543e+040
194.252	7.8458693e+008	2.7947418e+040
194.362	7.8451105e+008	2.8013108e+040
194.487	7.8446108e+008	2.7952781e+040
194.612	7.8442644e+008	2.7943463e+040
194.721	6.851006e+008	2.7943237e+040
194.846	6.6436423e+008	3.6953792e+041
194.971	1.0291619e+009	1.9157239e+041
195.080	6.9733305e+008	2.4845785e+042
195.205	6.6757042e+008	8.5386065e+041
195.330	6.6142665e+008	3.7599206e+041
195.455	6.6064182e+008	1.5755774e+041
195.580	6.6039548e+008	9.7513868e+040
195.690	6.6029959e+008	5.5875573e+040
195.815	6.60225e+008	5.2117723e+040
195.940	6.6001731e+008	4.9891827e+040
196.049	6.594723e+008	9.8231139e+040
196.174	6.5935203e+008	3.4683166e+040
196.299	6.5931827e+008	2.4969394e+040
196.408	6.5943745e+008	2.4954712e+040
196.533	6.587975e+008	8.878146e+040
196.658	6.5875509e+008	2.4984128e+040
196.783	6.5870051e+008	2.4982905e+040
196.908	6.5839226e+008	2.4965539e+040
197.033	6.5830715e+008	2.4872307e+040
197.143	6.581775e+008	2.4851641e+040
197.268	6.5812272e+008	2.4912763e+040
197.393	6.5807986e+008	2.4857283e+040
197.502	6.5805235e+008	2.4840788e+040
197.627	6.544497e+008	2.4839012e+040
197.752	6.522924e+008	1.5251027e+041
197.877	6.5220368e+008	2.4510399e+040
197.987	6.5214587e+008	2.4410962e+040
198.112	6.5211237e+008	2.4349581e+040
198.237	6.5208597e+008	2.4337355e+040
198.362	6.5117123e+008	2.433864e+040
198.487	6.5065645e+008	5.8680776e+040
198.596	6.5058323e+008	2.4237078e+040
198.721	6.5053662e+008	2.813888e+040
198.846	6.5050053e+008	2.4345102e+040
198.971	6.5047654e+008	2.4330388e+040
199.080	6.4994873e+008	2.4335595e+040
199.205	6.4968331e+008	3.672475e+040
199.330	6.4964711e+008	2.4375501e+040
199.455	6.4958724e+008	3.2122103e+040
199.580	6.4956278e+008	2.4457917e+040
199.690	6.4954363e+008	2.4433547e+040
199.815	6.4860341e+008	2.4428353e+040
199.940	6.4720489e+008	1.3112246e+041
200.065	6.4705803e+008	2.8629747e+040
200.174	6.4696701e+008	3.7047097e+040
200.299	6.4689924e+008	2.4159346e+040
200.424	6.4683855e+008	2.4127923e+040
200.549	6.4627687e+008	2.4140829e+040
200.659	6.4616781e+008	2.4311511e+040
200.784	6.4662842e+008	2.4129319e+040
200.909	6.4602479e+008	8.9379203e+040
201.034	6.4596753e+008	3.884259e+040
201.143	6.4594324e+008	2.4292374e+040
201.268	6.4588753e+008	2.4266035e+040
201.393	6.4585917e+008	2.4259185e+040
201.518	6.4428984e+008	2.4263519e+040
201.627	6.4415869e+008	2.4384073e+040
201.752	6.4415769e+008	2.4215459e+040
201.877	6.4404752e+008	4.3321279e+040
202.002	6.4401937e+008	2.4889878e+040
202.127	6.4399907e+008	2.4292751e+040
202.252	6.435362e+008	2.4282418e+040
202.377	6.4341339e+008	2.4229062e+040
202.487	6.4577354e+008	2.4123907e+040
202.612	6.4346864e+008	1.8156771e+041
202.737	6.4318757e+008	6.2269174e+040
202.862	6.4315282e+008	2.4257974e+040
202.971	6.4311598e+008	2.4220188e+040
203.096	6.4309156e+008	2.4197626e+040
203.221	6.4066377e+008	2.4197808e+040
203.330	6.4046134e+008	3.2179732e+040
203.455	6.4039031e+008	2.4079047e+040
203.580	6.4034158e+008	2.4100533e+040
203.690	6.3990564e+008	2.4101718e+040
203.815	6.3914911e+008	6.5641132e+040
203.940	6.391014e+008	2.4088401e+040
204.049	6.3903372e+008	2.7903943e+040
204.174	6.390128e+008	2.41063e+040
204.299	6.3899519e+008	2.4092559e+040
204.409	6.3947123e+008	2.4089409e+040
204.534	6.3330692e+008	2.8014848e+041
204.659	6.3296494e+008	3.9644962e+040
204.784	6.3286482e+008	2.3942863e+040
204.893	6.3271172e+008	2.3917658e+040
205.018	6.3265576e+008	2.3936557e+040
205.143	6.3236984e+008	2.3934686e+040
205.268	6.3228237e+008	3.1170636e+040
205.393	6.3223091e+008	2.3914612e+040
205.502	6.3219708e+008	2.3978958e+040
205.627	6.3217206e+008	2.3931773e+040
205.752	6.321576e+008	2.392386e+040
205.862	6.2088705e+008	2.3923763e+040
205.987	6.1921366e+008	1.3744738e+041
206.112	6.1909671e+008	2.4249813e+040
206.237	6.1904531e+008	2.3392658e+040
206.362	6.1898622e+008	2.3346866e+040
206.471	6.1891473e+008	2.3348984e+040
206.596	6.1815714e+008	2.336645e+040
206.721	6.1825297e+008	2.3373204e+040
206.830	6.1801588e+008	5.3822834e+040
206.955	6.1799711e+008	2.3374218e+040
207.080	6.1793702e+008	2.3392667e+040
207.205	6.1791897e+008	2.3407817e+040
207.330	6.1762623e+008	2.3398011e+040
207.455	6.1754943e+008	2.3380438e+040
207.565	6.1737284e+008	2.3402911e+040
207.690	6.1712968e+008	7.4153505e+040
207.815	6.1704127e+008	3.5772382e+040
207.924	6.1697992e+008	4.4578971e+040
208.049	6.1688042e+008	3.0518453e+040
208.174	6.1683136e+008	4.6923181e+040
208.299	6.168092e+008	2.3450603e+040
208.409	6.1676785e+008	2.3452934e+040
208.534	6.1649658e+008	2.3463105e+040
208.659	6.1646989e+008	2.3397352e+040
208.784	6.164384e+008	2.343039e+040
208.909	6.1641868e+008	2.3431975e+040
209.018	6.1398762e+008	2.3427703e+040
209.143	6.1310539e+008	1.0490673e+041
209.268	6.1299114e+008	2.3372811e+040
209.393	6.1293199e+008	2.3355895e+040
209.502	6.1278221e+008	2.3359412e+040
209.627	6.127126e+008	2.3393039e+040
209.752	6.12436e+008	2.3364144e+040
209.877	6.1239435e+008	2.337383e+040
210.002	6.123263e+008	2.3341523e+040
210.112	6.1227111e+008	2.334468e+040
210.237	5.9535428e+008	2.3340544e+040
210.362	5.9222653e+008	2.1133809e+041
210.487	5.9826608e+008	9.8121543e+040
210.596	5.9151341e+008	3.735511e+041
210.721	5.9100257e+008	1.5025542e+041
210.846	5.9086401e+008	7.0520574e+040
210.971	5.9071088e+008	4.5388159e+040
211.081	5.9058376e+008	4.0656819e+040
211.206	5.89681e+008	3.8595634e+040
211.331	5.8948885e+008	7.1754349e+040
211.456	5.8943775e+008	5.7321949e+040
211.565	5.8918236e+008	9.1649833e+040
211.690	5.8915187e+008	5.5966189e+040
211.815	5.8913106e+008	2.3687251e+040
211.940	5.9495828e+008	2.2749363e+040
212.049	5.8798118e+008	2.6003822e+041
212.174	5.8766707e+008	5.0383721e+040
212.299	5.8759546e+008	2.9931294e+040
212.409	5.8747669e+008	2.3617845e+040
212.534	5.8741618e+008	2.2500195e+040
212.659	5.8712216e+008	2.2508611e+040
212.784	5.8655748e+008	8.3209874e+040
212.893	5.8652755e+008	2.2754917e+040
213.018	5.8650532e+008	2.2768989e+040
213.143	5.8605222e+008	2.2755052e+040
213.252	5.8597385e+008	3.1916201e+040
213.377	5.8592753e+008	2.2436277e+040
213.518	5.8590308e+008	2.6418813e+040
213.659	5.8588431e+008	2.2552306e+040
213.799	5.8587257e+008	2.253328e+040
213.940	5.8462069e+008	2.2535276e+040
214.081	5.8423703e+008	6.4859563e+040
214.221	5.8415832e+008	3.2545275e+040
214.377	5.8409803e+008	4.0708963e+040
214.502	5.8407047e+008	2.7980592e+040
214.627	5.8404904e+008	2.2668494e+040
214.752	5.8355842e+008	2.2665987e+040
214.862	5.8365238e+008	2.2541426e+040
214.987	5.849937e+008	5.2261491e+040
215.112	5.8352135e+008	1.7818161e+041
215.237	5.8341592e+008	8.0555818e+040
215.346	5.8337541e+008	3.9771293e+040
215.471	5.8335911e+008	2.2556415e+040
215.596	5.8334951e+008	2.254475e+040
215.721	5.8260405e+008	2.2542182e+040
215.846	5.8215426e+008	6.9050733e+040
215.956	5.8209866e+008	2.2413862e+040
216.081	5.8207292e+008	2.249096e+040
216.206	5.8195301e+008	2.2473196e+040
216.331	5.8189508e+008	2.2503464e+040
216.456	5.8186511e+008	2.2473084e+040
216.581	5.8153317e+008	6.5242963e+040
216.690	5.8150784e+008	2.2503047e+040
216.815	5.8149104e+008	2.247283e+040
216.940	5.8109752e+008	2.2467054e+040
217.065	5.8107241e+008	2.2426033e+040
217.190	5.8104876e+008	2.2465126e+040
217.315	5.8102996e+008	2.2464171e+040
217.424	5.7827588e+008	2.2461246e+040
217.549	5.7547088e+008	1.7772293e+041
217.674	5.7527486e+008	3.4332438e+040
217.784	5.7520422e+008	2.4561773e+040
217.909	5.7503396e+008	2.3366865e+040
218.034	5.7497839e+008	2.2242018e+040
218.143	5.7473012e+008	2.2233594e+040
218.268	5.7465295e+008	3.1402286e+040
218.393	5.746415e+008	2.2205506e+040
218.503	5.7457964e+008	2.5720224e+040
218.628	5.745636e+008	2.2256768e+040
218.752	5.7454942e+008	2.2242982e+040
218.878	5.7145443e+008	2.2240218e+040
218.987	5.7140322e+008	2.2198422e+040
219.112	5.713763e+008	2.2107883e+040
219.237	5.7134451e+008	2.2221955e+040
219.362	5.7132676e+008	2.2161813e+040
219.471	5.7131517e+008	2.2143468e+040
219.596	5.6643373e+008	2.2144169e+040
219.721	5.6602298e+008	6.6648647e+040
219.846	5.6596192e+008	2.1997741e+040
219.956	5.6593346e+008	2.2055791e+040
220.081	5.6576047e+008	2.2049898e+040
220.206	5.656711e+008	2.5070736e+040
220.315	5.6563855e+008	2.2025652e+040
220.440	5.6559515e+008	2.2112704e+040
220.565	5.6557656e+008	2.2052907e+040
220.674	5.6556177e+008	2.2040337e+040
220.799	5.6230082e+008	2.20387e+040
220.924	5.551458e+008	2.7673037e+041
221.049	5.9083501e+008	1.069766e+041
221.159	5.5739075e+008	8.2322292e+041
221.284	5.5451069e+008	3.1123536e+041
221.409	5.5399384e+008	1.3075526e+041
221.518	5.5388509e+008	5.457023e+040
221.643	5.5385035e+008	3.8154007e+040
221.753	5.5339851e+008	3.7419662e+040
221.878	5.5329053e+008	3.2454132e+040
222.003	5.532012e+008	2.7400813e+040
222.128	5.5313135e+008	3.3338717e+040
222.253	5.5307835e+008	2.8304388e+040
222.362	5.5303877e+008	2.6724076e+040
222.487	5.5183053e+008	2.6263319e+040
222.596	5.5417511e+008	4.5062991e+040
222.721	5.9332878e+008	1.8018557e+041
222.846	5.5502467e+008	9.4281351e+041
222.956	5.5245666e+008	3.6900673e+041
223.081	5.5200271e+008	1.2230692e+041
223.206	5.5190478e+008	7.1307322e+040
223.331	5.5185982e+008	3.5704455e+040
223.456	5.5183278e+008	2.7841454e+040
223.565	5.515208e+008	1.0100218e+041
223.690	5.5150222e+008	2.1528427e+040
223.815	5.5148601e+008	2.1556128e+040
223.940	5.5168752e+008	2.1565015e+040
224.065	5.5107371e+008	8.8400991e+040
224.174	5.5105624e+008	2.16163e+040
224.299	5.5104338e+008	2.1588991e+040
224.424	5.5063472e+008	2.158442e+040
224.549	5.5055968e+008	2.1586717e+040
224.674	5.5046426e+008	2.1540209e+040
224.784	5.5044119e+008	2.1586525e+040
224.909	5.5041567e+008	2.1544663e+040
225.034	5.5040107e+008	2.1538139e+040
225.143	5.4761295e+008	2.1540785e+040
225.268	5.4750595e+008	3.2683956e+040
225.393	5.4789845e+008	4.3226289e+040
225.518	5.4737197e+008	1.17395e+041
225.628	5.4732082e+008	6.0876108e+040
225.753	5.4730333e+008	2.5519235e+040
225.878	5.4727261e+008	2.1531152e+040
226.003	5.4725798e+008	2.1502499e+040
226.128	5.4675977e+008	2.1503207e+040
226.237	5.4670571e+008	2.2361351e+040
226.362	5.466784e+008	2.1320153e+040
226.487	5.466661e+008	2.1391403e+040
226.612	5.4655753e+008	2.1375349e+040
226.721	5.4651729e+008	2.1389957e+040
226.846	5.4642083e+008	2.1370908e+040
226.971	5.4587479e+008	8.4658799e+040
227.096	5.4584359e+008	2.1422699e+040
227.206	5.4582999e+008	2.1368205e+040
227.331	5.4567197e+008	2.135998e+040
227.456	5.4564221e+008	2.1353509e+040
227.581	5.4558682e+008	2.1385176e+040
227.690	5.4556624e+008	2.1305681e+040
227.815	5.4554702e+008	2.134964e+040
227.940	5.4553434e+008	2.1357758e+040
228.065	2.1871465e+018	2.1357207e+040
228.174	1.7568206e+017	9.4677878e+046
228.300	3.3388982e+016	4.7727413e+046
228.425	6.6888301e+015	2.0363685e+046
228.534	1.826065e+015	8.555006e+045
228.659	6.9015116e+014	3.845982e+045
228.784	2.415057e+014	2.1922079e+045
228.909	6.8353532e+013	1.2283884e+045
229.018	2.4625036e+013	5.4927171e+044
229.143	7.9008603e+012	2.7716488e+044
229.268	3.3092957e+012	1.3154694e+044
229.393	1.4446328e+012	7.2943683e+043
229.503	1.2946911e+012	3.9718108e+043
229.628	3.9177978e+011	1.1954412e+044
229.753	3.6594202e+011	2.1762721e+043
229.862	3.495629e+011	1.4960315e+043
229.987	3.2797242e+011	1.4751811e+043
230.112	3.1475223e+011	1.43123e+043
230.221	6.3268861e+010	1.3341641e+043
230.346	4.1023663e+010	8.1343454e+042
230.471	3.4513352e+012	6.1913594e+042
230.581	4.5748449e+011	1.8019891e+044
230.706	1.4633934e+011	6.4956582e+043
230.831	5.5750799e+010	3.7519979e+043
230.956	3.465316e+010	1.9689841e+043
231.081	2.9416668e+010	9.9195646e+042
231.190	2.7921273e+010	4.763022e+042
231.315	2.7151934e+010	3.5897053e+042
231.440	2.3355142e+010	3.5231417e+042
231.565	2.1272916e+010	3.2256291e+042
231.690	1.6050015e+010	3.0835446e+042
231.800	1.5652915e+010	2.7907193e+042
231.925	1.5461351e+010	2.5372191e+042
232.050	1.5347809e+010	2.5235048e+042
232.175	1.4684017e+010	2.5225432e+042
232.284	1.4410222e+010	2.6212892e+042
232.409	1.4153615e+010	2.4735236e+042
232.534	1.39294e+010	2.443862e+042
232.659	9.1188842e+009	2.424321e+042
232.768	6.8457226e+009	4.9818318e+042
232.893	7.0583385e+009	1.5627088e+042
233.018	6.6932355e+009	2.8443392e+042
233.143	6.624948e+009	1.5575425e+042
233.253	6.5907579e+009	1.5489521e+042
233.378	6.464195e+009	1.5428699e+042
233.503	6.4052074e+009	1.5218871e+042
233.628	4.8532172e+009	1.51403e+042
233.737	4.6391387e+009	1.2434376e+042
233.862	4.5508145e+009	1.2021927e+042
233.987	4.5159909e+009	1.1947363e+042
