1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-1	-1	-1	-1	-1	-0,999989857497845	-1	-0,999969007624124	-1	-1	-1	-1	-1	-1	-0,999987142067298	-1	-1	-1	
0	-1	-1	-0,999901114114312	-0,999919993599488	-0,99994887734653	-0,99994499449945	-0,999965889516143	-0,999968131552949	-1	-0,999976905845131	-1	-1	-1	-1	-0,999979749296288	-1	-0,99996048367976	-0,999978000703978	-0,999964399719944	
0	-1	-0,999542151886135	-0,999585657013595	-0,999692855826525	-0,999758672699849	-0,999821828548157	-0,999800816651728	-0,999823240357762	-0,999841143764893	-0,999886756712238	-0,999917962180565	-0,999940685673613	-0,999944075967206	-0,999928238249013	-0,999949791635286	-0,999927148216953	-0,999922562659715	-0,999897706930356	-0,999895283572087	
0	-0,999940786357177	-0,998483266199214	-0,998916508657512	-0,999168933212451	-0,999323160226434	-0,999475341028332	-0,999555538378295	-0,99956698240866	-0,999581393791233	-0,999651749956469	-0,999739725055013	-0,999805188852219	-0,999870281489168	-0,99987457669635	-0,999880838894185	-0,999864277958741	-0,999825440326776	-0,99976633087548	-0,999730506647503	
0	-0,99860816542948	-0,996832101372756	-0,997738804323847	-0,998297347316471	-0,998579340235974	-0,998896079177769	-0,999093792478478	-0,999120567375886	-0,99910687704674	-0,999219678953627	-0,99937551714986	-0,999543413743246	-0,999612969811645	-0,999723145071982	-0,999762046400952	-0,999754288434664	-0,999702469503124	-0,999601831574756	-0,999468892261002	
0	-0,992780881160465	-0,994469726090245	-0,995982381452609	-0,996961677937861	-0,997404318771746	-0,997870280735721	-0,998295260825094	-0,998460908718788	-0,998353283931851	-0,998508153711611	-0,998742999517402	-0,999006128871956	-0,999283823758368	-0,999421099910171	-0,999542902852572	-0,999576393998172	-0,999539170506912	-0,99937859251204	-0,999108109829904	
0	-0,986551855134861	-0,991149043780623	-0,993518316218775	-0,994920663460242	-0,995798796411945	-0,996366829482465	-0,997099515619108	-0,997510254892757	-0,997485188184647	-0,997450557690505	-0,997689543042957	-0,998165450744486	-0,998607075097865	-0,99894388832767	-0,999171346017554	-0,999318568994889	-0,999287393999858	-0,999071782178218	-0,998768934325322	
-0,999984638544963	-0,980382505976656	-0,986887569770532	-0,990251243130071	-0,992225595730978	-0,993627732109858	-0,994343815231298	-0,995381710076099	-0,996204161865383	-0,996291200574266	-0,996121287619263	-0,996326030752483	-0,996924884251261	-0,997609236510652	-0,998179380251196	-0,998607484769365	-0,998847770096245	-0,998974767898844	-0,998791844953436	-0,998373028426809	
-1	-0,972913211719182	-0,981546353058927	-0,986060734210569	-0,988771534044299	-0,990799254720424	-0,991846039191618	-0,992996228738552	-0,994390568549154	-0,994823386114495	-0,994505976532515	-0,9944812977312	-0,995155066871682	-0,996142593288766	-0,997032854209446	-0,997767535647415	-0,998216077600624	-0,998501592058438	-0,998412698412698	-0,998000615195325	
