S 10 18 8
1
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
020,000	1,3529E-010	1,5509E-008	2,8594E-007	2,2219E-006	1,0417E-005	3,5202E-005	9,4757E-005	2,1536E-004	4,2818E-004	7,6410E-004	1,2500E-003	1,9066E-003	2,7574E-003	3,8776E-003	5,5392E-003	8,7364E-003	1,7270E-002	3,1221E-002	TRUE
025,000	9,4533E-009	5,6715E-007	6,3270E-006	3,4915E-005	1,3065E-004	3,7848E-004	9,0543E-004	1,8584E-003	3,3678E-003	5,5279E-003	8,4138E-003	1,2134E-002	1,6914E-002	2,3304E-002	3,2886E-002	5,0677E-002	9,0911E-002	1,3872E-001	TRUE
030,000	1,5648E-007	6,2917E-006	6,0725E-005	2,9035E-004	9,2463E-004	2,2649E-003	4,6476E-003	8,4488E-003	1,4105E-002	2,2069E-002	3,2734E-002	4,6476E-002	6,3966E-002	8,7053E-002	1,2114E-001	1,8127E-001	2,9719E-001	4,0458E-001	TRUE
035,000	2,0212E-006	3,9108E-005	2,7314E-004	1,1516E-003	3,5303E-003	8,6025E-003	1,7563E-002	3,1159E-002	4,9450E-002	7,2021E-002	9,8615E-002	1,2991E-001	1,6817E-001	2,1843E-001	2,9232E-001	4,1627E-001	6,2666E-001	7,9277E-001	TRUE
040,000	1,3863E-005	2,5061E-004	1,2258E-003	3,8080E-003	9,3154E-003	1,9787E-002	3,8106E-002	6,7614E-002	1,1117E-001	1,7020E-001	2,4476E-001	3,3481E-001	4,4293E-001	5,7877E-001	7,6734E-001	1,0566E000	1,4703E000	1,7365E000	TRUE
045,000	5,5094E-005	1,0723E-003	4,9256E-003	1,3872E-002	2,9449E-002	5,2316E-002	8,2957E-002	1,2304E-001	1,7646E-001	2,4909E-001	3,4720E-001	4,7632E-001	6,4285E-001	8,6075E-001	1,1625E000	1,6111E000	2,2255E000	2,6043E000	TRUE
050,000	1,6439E-004	2,7803E-003	1,3029E-002	3,7469E-002	8,0961E-002	1,4454E-001	2,2454E-001	3,1382E-001	4,0478E-001	4,9312E-001	5,8109E-001	6,7792E-001	7,9772E-001	9,5921E-001	1,1890E000	1,5225E000	1,9549E000	2,2103E000	TRUE
055,000	3,9576E-004	4,9595E-003	2,3156E-002	6,8591E-002	1,5402E-001	2,8806E-001	4,7179E-001	6,9738E-001	9,4957E-001	1,2101E000	1,4632E000	1,7011E000	1,9294E000	2,1711E000	2,4569E000	2,7963E000	3,1280E000	3,2802E000	TRUE

10
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
020,000	1,3529E-009	1,5509E-007	2,8594E-006	2,2219E-005	1,0417E-004	3,5201E-004	9,4752E-004	2,1534E-003	4,2813E-003	7,6398E-003	1,2498E-002	1,9061E-002	2,7565E-002	3,8762E-002	5,5368E-002	8,7322E-002	1,7261E-001	3,1206E-001	TRUE
025,000	9,4533E-008	5,6715E-006	6,3267E-005	3,4911E-004	1,3063E-003	3,7838E-003	9,0505E-003	1,8572E-002	3,3647E-002	5,5208E-002	8,4001E-002	1,2110E-001	1,6875E-001	2,3242E-001	3,2785E-001	5,0503E-001	9,0584E-001	1,3823E000	TRUE
