I V I
S 100
0,00000 0,00000E000
0,01000 0,00000E000
0,02000 0,00000E000
0,03000 0,00000E000
0,04000 0,00000E000
0,05000 0,00000E000
0,06000 0,00000E000
0,07000 0,00000E000
0,08000 0,00000E000
0,09000 0,00000E000
0,10000 0,00000E000
0,11000 0,00000E000
0,12000 0,00000E000
0,13000 7,86244E-008
0,14000 2,46098E-007
0,15000 5,76253E-007
0,16000 1,00682E-006
0,17000 1,38350E-006
0,18000 1,66930E-006
0,19000 1,90810E-006
0,20000 2,00330E-006
0,21000 2,02267E-006
0,22000 2,04637E-006
0,23000 2,07003E-006
0,24000 2,08581E-006
0,25000 2,09273E-006
0,26000 2,09358E-006
0,27000 2,09293E-006
0,28000 2,09173E-006
0,29000 2,09000E-006
0,30000 2,08798E-006
0,31000 2,08573E-006
0,32000 2,08328E-006
0,33000 2,08066E-006
0,34000 2,07796E-006
0,35000 2,07521E-006
0,36000 2,07246E-006
0,37000 2,06981E-006
0,38000 2,06732E-006
0,39000 2,06502E-006
0,40000 2,06297E-006
0,41000 2,06125E-006
0,42000 2,05994E-006
0,43000 2,05907E-006
0,44000 2,05869E-006
0,45000 2,05880E-006
0,46000 2,05943E-006
0,47000 2,06051E-006
0,48000 2,06194E-006
0,49000 2,06364E-006
0,50000 2,06574E-006
0,51000 2,06812E-006
0,52000 2,07061E-006
0,53000 2,07335E-006
0,54000 2,07613E-006
0,55000 2,07885E-006
0,56000 2,08146E-006
0,57000 2,08404E-006
0,58000 2,08641E-006
0,59000 2,08856E-006
0,60000 2,09039E-006
0,61000 2,09183E-006
0,62000 2,09213E-006
0,63000 2,01118E-006
0,64000 1,83676E-006
0,65000 1,49244E-006
0,66000 1,03933E-006
0,67000 6,36053E-007
0,68000 3,29570E-007
0,69000 8,52653E-008
0,70000 0,00000E000
0,71000 0,00000E000
0,72000 0,00000E000
0,73000 0,00000E000
0,74000 0,00000E000
0,75000 0,00000E000
0,76000 0,00000E000
0,77000 0,00000E000
0,78000 0,00000E000
0,79000 0,00000E000
0,80000 0,00000E000
0,81000 0,00000E000
0,82000 0,00000E000
0,83000 0,00000E000
0,84000 0,00000E000
0,85000 0,00000E000
0,86000 0,00000E000
0,87000 0,00000E000
0,88000 0,00000E000
0,89000 0,00000E000
0,90000 0,00000E000
0,91000 0,00000E000
0,92000 0,00000E000
0,93000 0,00000E000
0,94000 0,00000E000
0,95000 0,00000E000
0,96000 0,00000E000
0,97000 0,00000E000
0,98000 0,00000E000
0,99000 0,00000E000
