S 3 10 14
1,00E05
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	5,261E013	5,261E013	4,429E013	4,024E013	1,976E013	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
10,0	4,856E013	4,452E013	5,384E013	3,848E014	3,377E015	1,506E016	4,270E016	8,441E016	1,143E017	1,338E017	
15,0	4,856E013	1,004E014	5,949E015	9,161E016	4,574E017	1,323E018	2,917E018	4,219E018	5,383E018	5,306E018	
20,0	5,384E013	1,099E016	3,552E017	2,244E018	6,124E018	1,132E019	1,626E019	1,944E019	2,120E019	1,601E019	
25,0	3,189E014	5,921E017	3,161E018	7,878E018	1,089E019	1,436E019	1,820E019	1,961E019	1,961E019	1,407E019	
30,0	2,404E016	2,189E018	6,347E018	8,368E018	1,009E019	1,320E019	1,445E019	1,442E019	1,442E019	1,201E019	
35,0	3,860E017	3,277E018	5,471E018	7,214E018	9,120E018	1,040E019	1,092E019	1,047E019	1,047E019	9,081E018	
40,0	6,750E017	3,989E018	4,801E018	6,329E018	8,313E018	8,323E018	8,313E018	7,581E018	7,573E018	6,900E018	
45,0	1,102E018	3,354E018	4,120E018	5,432E018	6,742E018	6,869E018	6,742E018	6,148E018	6,042E018	5,423E018	
50,0	1,444E018	2,847E018	3,575E018	4,713E018	5,485E018	5,706E018	5,485E018	5,001E018	4,818E018	4,241E018	
55,0	1,724E018	2,432E018	3,129E018	4,126E018	4,457E018	4,755E018	4,457E018	4,063E018	3,816E018	3,274E018	
60,0	1,957E018	2,086E018	2,757E018	3,636E018	3,599E018	3,962E018	3,599E018	3,281E018	2,981E018	2,468E018	
65,0	2,154E018	1,793E018	2,443E018	3,222E018	2,874E018	3,291E018	2,874E018	2,620E018	2,275E018	1,786E018	
70,0	2,323E018	1,542E018	2,174E018	2,867E018	2,253E018	2,715E018	2,253E018	2,053E018	1,669E018	1,201E018	

1,00E06
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	3,673E014	3,673E014	3,673E014	3,673E014	2,561E014	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
10,0	4,452E014	4,452E014	5,384E014	3,655E015	3,377E016	1,506E017	4,270E017	8,441E017	1,143E018	1,305E018	
15,0	4,856E014	1,004E015	5,949E016	8,353E017	4,219E018	1,094E019	1,838E019	2,630E019	3,134E019	2,566E019	
20,0	5,384E014	1,051E017	2,698E018	1,125E019	1,764E019	2,325E019	3,024E019	3,304E019	3,304E019	2,536E019	
25,0	3,189E015	2,120E018	8,876E018	1,283E019	1,691E019	2,116E019	2,116E019	2,116E019	2,116E019	2,116E019	
30,0	8,009E016	5,789E018	7,631E018	1,103E019	1,445E019	1,445E019	1,445E019	1,445E019	1,445E019	1,445E019	
35,0	1,169E018	4,990E018	6,579E018	9,509E018	1,092E019	1,092E019	1,092E019	1,092E019	1,092E019	1,092E019	
40,0	1,939E018	4,372E018	5,782E018	8,323E018	8,323E018	8,323E018	8,323E018	8,313E018	8,305E018	8,297E018	
45,0	2,000E018	3,677E018	5,070E018	6,869E018	6,869E018	6,869E018	6,869E018	6,742E018	6,626E018	6,520E018	
50,0	2,050E018	3,121E018	4,500E018	5,706E018	5,706E018	5,706E018	5,706E018	5,485E018	5,283E018	5,099E018	
55,0	2,090E018	2,666E018	4,034E018	4,755E018	4,755E018	4,755E018	4,755E018	4,457E018	4,184E018	3,937E018	
60,0	2,124E018	2,287E018	3,646E018	3,962E018	3,962E018	3,962E018	3,962E018	3,599E018	3,268E018	2,968E018	
65,0	2,152E018	1,966E018	3,318E018	3,291E018	3,291E018	3,291E018	3,291E018	2,874E018	2,493E018	2,148E018	
70,0	2,176E018	1,691E018	3,036E018	2,715E018	2,715E018	2,715E018	2,715E018	2,253E018	1,829E018	1,445E018	

1,00E07
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	3,673E015	3,673E015	3,673E015	3,673E015	1,806E015	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
10,0	4,452E015	4,452E015	5,384E015	3,655E016	3,257E017	1,458E018	4,040E018	7,333E018	1,037E019	1,074E019	
15,0	4,856E015	1,004E016	5,755E017	6,575E018	2,169E019	3,685E019	4,826E019	5,739E019	5,739E019	4,401E019	
20,0	5,384E015	7,905E017	1,118E019	1,934E019	2,769E019	3,304E019	3,304E019	3,304E019	3,304E019	3,304E019	
25,0	2,951E016	5,902E018	1,170E019	1,820E019	2,116E019	2,116E019	2,116E019	2,116E019	2,116E019	2,116E019	
30,0	2,183E017	7,580E018	1,009E019	1,445E019	1,445E019	1,445E019	1,445E019	1,445E019	1,445E019	1,445E019	
35,0	2,063E018	5,729E018	9,120E018	1,092E019	1,092E019	1,092E019	1,092E019	1,092E019	1,092E019	1,092E019	
40,0	3,331E018	4,392E018	8,323E018	8,323E018	8,323E018	8,323E018	8,323E018	8,323E018	8,313E018	8,305E018	
45,0	2,990E018	3,941E018	6,869E018	6,869E018	6,869E018	6,869E018	6,869E018	6,869E018	6,742E018	6,626E018	
