S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	6,5098E-035	2,7111E-033	2,3698E-032	1,6913E-031	6,9024E-031	2,2248E-030	5,8559E-030	1,3662E-029	2,9386E-029	5,8720E-029	1,1105E-028	1,9975E-028	3,4399E-028	5,6862E-028	9,0488E-028	1,3901E-027	2,0678E-027	2,9845E-027	4,1891E-027	5,7286E-027	7,6459E-027	9,9743E-027	1,2736E-026	1,5934E-026	1,9555E-026	2,3562E-026	2,7896E-026	3,2476E-026	3,7200E-026	4,1949E-026	4,6591E-026	5,0988E-026	5,5000E-026	5,8494E-026	6,1350E-026	6,3467E-026	6,4769E-026	6,5208E-026	TRUE
10,00	0,0000E000	0,0000E000	5,9109E-034	7,9452E-032	1,6888E-030	1,5088E-029	8,8792E-029	3,9485E-028	1,4222E-027	4,3416E-027	1,1602E-026	2,7785E-026	6,0713E-026	1,2272E-025	2,3202E-025	4,1387E-025	7,0161E-025	1,1371E-024	1,7705E-024	2,6597E-024	3,8684E-024	5,4639E-024	7,5145E-024	1,0085E-023	1,3235E-023	1,7012E-023	2,1451E-023	2,6567E-023	3,2356E-023	3,8790E-023	4,5818E-023	5,3363E-023	6,1326E-023	6,9587E-023	7,8006E-023	8,6434E-023	9,4709E-023	1,0267E-022	1,1015E-022	1,1700E-022	1,2307E-022	1,2823E-022	1,3236E-022	1,3538E-022	1,3722E-022	1,3784E-022	TRUE
15,00	0,0000E000	3,2841E-031	3,0095E-029	5,0235E-028	4,0218E-027	2,0834E-026	8,0647E-026	2,5308E-025	6,7722E-025	1,5986E-024	3,4096E-024	6,6891E-024	1,2233E-023	2,1074E-023	3,4480E-023	5,3944E-023	8,1138E-023	1,1786E-022	1,6597E-022	2,2730E-022	3,0358E-022	3,9632E-022	5,0678E-022	6,3584E-022	7,8396E-022	9,5111E-022	1,1368E-021	1,3400E-021	1,5592E-021	1,7923E-021	2,0368E-021	2,2899E-021	2,5482E-021	2,8083E-021	3,0664E-021	3,3187E-021	3,5613E-021	3,7905E-021	4,0025E-021	4,1940E-021	4,3617E-021	4,5030E-021	4,6154E-021	4,6971E-021	4,7466E-021	4,7632E-021	TRUE
20,00	0,0000E000	2,5708E-028	9,1014E-027	8,9298E-026	4,7993E-025	1,8132E-024	5,4261E-024	1,3731E-023	3,0568E-023	6,1481E-023	1,1388E-022	1,9710E-022	3,2229E-022	5,0202E-022	7,4978E-022	1,0795E-021	1,5050E-021	2,0392E-021	2,6939E-021	3,4787E-021	4,4002E-021	5,4622E-021	6,6665E-021	8,0115E-021	9,4913E-021	1,1096E-020	1,2814E-020	1,4630E-020	1,6528E-020	1,8489E-020	2,0492E-020	2,2513E-020	2,4527E-020	2,6512E-020	2,8443E-020	3,0298E-020	3,2055E-020	3,3692E-020	3,5188E-020	3,6524E-020	3,7684E-020	3,8653E-020	3,9419E-020	3,9973E-020	4,0308E-020	4,0420E-020	TRUE
25,00	0,0000E000	2,5986E-026	4,9996E-025	3,2558E-024	1,3236E-023	4,0525E-023	1,0203E-022	2,2247E-022	4,3476E-022	7,8016E-022	1,3079E-021	2,0736E-021	3,1355E-021	4,5504E-021	6,3709E-021	8,6456E-021	1,1419E-020	1,4727E-020	1,8594E-020	2,3026E-020	2,8022E-020	3,3566E-020	3,9629E-020	4,6165E-020	5,3130E-020	6,0483E-020	6,8173E-020	7,6114E-020	8,4206E-020	9,2353E-020	1,0048E-019	1,0854E-019	1,1645E-019	1,2415E-019	1,3155E-019	1,3857E-019	1,4513E-019	1,5117E-019	1,5663E-019	1,6147E-019	1,6563E-019	1,6909E-019	1,7181E-019	1,7377E-019	1,7495E-019	1,7535E-019	TRUE
30,00	0,0000E000	6,9414E-025	9,7804E-024	4,9725E-023	1,6252E-022	4,1530E-022	9,0535E-022	1,7614E-021	3,1386E-021	5,2061E-021	8,1315E-021	1,2069E-020	1,7160E-020	2,3538E-020	3,1338E-020	4,0685E-020	5,1658E-020	6,4261E-020	7,8424E-020	9,4044E-020	1,1104E-019	1,2934E-019	1,4888E-019	1,6947E-019	1,9090E-019	2,1295E-019	2,3548E-019	2,5834E-019	2,8136E-019	3,0424E-019	3,2664E-019	3,4829E-019	3,6903E-019	3,8883E-019	4,0767E-019	4,2548E-019	4,4216E-019	4,5754E-019	4,7146E-019	4,8375E-019	4,9430E-019	5,0301E-019	5,0983E-019	5,1472E-019	5,1765E-019	5,1863E-019	TRUE
35,00	0,0000E000	9,6962E-024	9,0900E-023	3,9288E-022	1,1436E-021	2,6270E-021	5,1650E-021	9,1105E-021	1,4851E-020	2,2811E-020	3,3446E-020	4,7191E-020	6,4400E-020	8,5257E-020	1,0974E-019	1,3764E-019	1,6871E-019	2,0279E-019	2,3990E-019	2,8016E-019	3,2361E-019	3,6992E-019	4,1836E-019	4,6802E-019	5,1809E-019	5,6812E-019	6,1806E-019	6,6798E-019	7,1773E-019	7,6680E-019	8,1448E-019	8,6009E-019	9,0315E-019	9,4352E-019	9,8129E-019	1,0166E-018	1,0495E-018	1,0798E-018	1,1074E-018	1,1319E-018	1,1530E-018	1,1705E-018	1,1842E-018	1,1940E-018	1,1999E-018	1,2018E-018	TRUE
40,00	0,0000E000	9,8595E-023	5,8633E-022	2,0082E-021	5,1748E-021	1,1035E-020	2,0531E-020	3,4477E-020	5,3483E-020	7,7958E-020	1,0819E-019	1,4449E-019	1,8728E-019	2,3714E-019	2,9470E-019	3,6036E-019	4,3395E-019	5,1449E-019	6,0024E-019	6,8900E-019	7,7880E-019	8,6845E-019	9,5797E-019	1,0485E-018	1,1414E-018	1,2375E-018	1,3361E-018	1,4350E-018	1,5317E-018	1,6236E-018	1,7090E-018	1,7873E-018	1,8592E-018	1,9261E-018	1,9888E-018	2,0479E-018	2,1033E-018	2,1545E-018	2,2009E-018	2,2418E-018	2,2769E-018	2,3057E-018	2,3280E-018	2,3439E-018	2,3533E-018	2,3565E-018	TRUE
45,00	0,0000E000	6,8659E-022	3,1379E-021	8,4861E-021	1,8475E-020	3,5250E-020	6,1075E-020	9,8002E-020	1,4753E-019	2,1036E-019	2,8623E-019	3,7399E-019	4,7195E-019	5,7836E-019	6,9201E-019	8,1266E-019	9,4122E-019	1,0795E-018	1,2293E-018	1,3918E-018	1,5659E-018	1,7481E-018	1,9328E-018	2,1134E-018	2,2836E-018	2,4386E-018	2,5773E-018	2,7022E-018	2,8188E-018	2,9336E-018	3,0508E-018	3,1720E-018	3,2962E-018	3,4205E-018	3,5414E-018	3,6548E-018	3,7577E-018	3,8477E-018	3,9243E-018	3,9872E-018	4,0377E-018	4,0769E-018	4,1059E-018	4,1257E-018	4,1371E-018	4,1408E-018	TRUE
50,00	0,0000E000	3,2266E-021	1,3311E-020	3,1475E-020	5,9722E-020	1,0077E-019	1,5789E-019	2,3461E-019	3,3434E-019	4,5976E-019	6,1223E-019	7,9122E-019	9,9394E-019	1,2153E-018	1,4487E-018	1,6866E-018	1,9224E-018	2,1516E-018	2,3726E-018	2,5878E-018	2,8027E-018	3,0252E-018	3,2634E-018	3,5225E-018	3,8026E-018	4,0985E-018	4,4010E-018	4,6979E-018	4,9754E-018	5,2207E-018	5,4240E-018	5,5815E-018	5,6960E-018	5,7767E-018	5,8346E-018	5,8802E-018	5,9207E-018	5,9607E-018	6,0017E-018	6,0430E-018	6,0837E-018	6,1213E-018	6,1531E-018	6,1769E-018	6,1915E-018	6,1964E-018	TRUE
55,00	0,0000E000	1,0862E-020	4,3301E-020	9,7136E-020	1,7229E-019	2,6912E-019	3,8878E-019	5,3345E-019	7,0642E-019	9,1190E-019	1,1544E-018	1,4381E-018	1,7651E-018	2,1349E-018	2,5426E-018	2,9789E-018	3,4302E-018	3,8803E-018	4,3121E-018	4,7105E-018	5,0643E-018	5,3680E-018	5,6234E-018	5,8398E-018	6,0341E-018	6,2283E-018	6,4435E-018	6,6942E-018	6,9868E-018	7,3204E-018	7,6890E-018	8,0820E-018	8,4822E-018	8,8745E-018	9,2391E-018	9,5639E-018	9,8342E-018	1,0051E-017	1,0213E-017	1,0326E-017	1,0401E-017	1,0446E-017	1,0472E-017	1,0483E-017	1,0487E-017	1,0488E-017	TRUE
60,00	0,0000E000	2,8088E-020	1,1048E-019	2,4379E-019	4,2263E-019	6,4053E-019	8,9101E-019	1,1686E-018	1,4698E-018	1,7939E-018	2,1436E-018	2,5246E-018	2,9451E-018	3,4142E-018	3,9403E-018	4,5282E-018	5,1768E-018	5,8772E-018	6,6121E-018	7,3576E-018	8,0853E-018	8,7661E-018	9,3725E-018	9,8814E-018	1,0276E-017	1,0549E-017	1,0702E-017	1,0754E-017	1,0735E-017	1,0684E-017	1,0639E-017	1,0627E-017	1,0660E-017	1,0750E-017	1,0895E-017	1,1096E-017	1,1332E-017	1,1609E-017	1,1898E-017	1,2178E-017	1,2443E-017	1,2682E-017	1,2881E-017	1,3026E-017	1,3114E-017	1,3143E-017	TRUE
65,00	0,0000E000	5,9537E-020	2,3036E-019	5,0578E-019	8,7264E-019	1,3141E-018	1,8111E-018	2,3439E-018	2,8942E-018	3,4469E-018	3,9916E-018	4,5241E-018	5,0471E-018	5,5705E-018	6,1103E-018	6,6872E-018	7,3234E-018	8,0392E-018	8,8481E-018	9,7524E-018	1,0741E-017	1,1791E-017	1,2870E-017	1,3941E-017	1,4963E-017	1,5899E-017	1,6711E-017	1,7367E-017	1,7840E-017	1,8110E-017	1,8173E-017	1,8047E-017	1,7769E-017	1,7390E-017	1,6963E-017	1,6525E-017	1,6094E-017	1,5715E-017	1,5376E-017	1,5071E-017	1,4826E-017	1,4645E-017	1,4512E-017	1,4418E-017	1,4360E-017	1,4340E-017	TRUE
70,00	0,0000E000	1,1086E-019	4,1004E-019	8,9407E-019	1,5418E-018	2,3254E-018	3,2115E-018	4,1639E-018	5,1448E-018	6,1181E-018	7,0516E-018	7,9191E-018	8,7027E-018	9,3945E-018	9,9981E-018	1,0528E-017	1,1012E-017	1,1486E-017	1,1993E-017	1,2578E-017	1,3283E-017	1,4135E-017	1,5144E-017	1,6300E-017	1,7578E-017	1,8944E-017	2,0362E-017	2,1792E-017	2,3187E-017	2,4514E-017	2,5726E-017	2,6789E-017	2,7662E-017	2,8316E-017	2,8729E-017	2,8906E-017	2,8878E-017	2,8691E-017	2,8387E-017	2,8018E-017	2,7641E-017	2,7291E-017	2,6987E-017	2,6746E-017	2,6590E-017	2,6536E-017	TRUE
75,00	0,0000E000	1,9798E-019	6,5318E-019	1,3935E-018	2,3919E-018	3,6120E-018	5,0095E-018	6,5334E-018	8,1291E-018	9,7400E-018	1,1311E-017	1,2789E-017	1,4130E-017	1,5297E-017	1,6264E-017	1,7018E-017	1,7560E-017	1,7907E-017	1,8093E-017	1,8168E-017	1,8195E-017	1,8248E-017	1,8406E-017	1,8735E-017	1,9278E-017	2,0047E-017	2,1035E-017	2,2232E-017	2,3593E-017	2,5101E-017	2,6705E-017	2,8392E-017	3,0086E-017	3,1796E-017	3,3457E-017	3,5033E-017	3,6500E-017	3,7816E-017	3,8946E-017	3,9875E-017	4,0607E-017	4,1153E-017	4,1536E-017	4,1781E-017	4,1913E-017	4,1954E-017	TRUE
80,00	0,0000E000	3,7342E-019	9,8762E-019	1,9917E-018	3,3568E-018	5,0430E-018	7,0007E-018	9,1715E-018	1,1490E-017	1,3886E-017	1,6288E-017	1,8623E-017	2,0824E-017	2,2826E-017	2,4574E-017	2,6023E-017	2,7136E-017	2,7892E-017	2,8285E-017	2,8324E-017	2,8037E-017	2,7474E-017	2,6706E-017	2,5829E-017	2,4958E-017	2,4208E-017	2,3660E-017	2,3380E-017	2,3360E-017	2,3619E-017	2,4123E-017	2,4886E-017	2,5765E-017	2,6925E-017	2,8138E-017	2,9386E-017	3,0747E-017	3,2149E-017	3,3480E-017	3,4718E-017	3,5835E-017	3,6803E-017	3,7591E-017	3,8171E-017	3,8524E-017	3,8642E-017	TRUE
85,00	0,0000E000	7,7773E-019	1,5221E-018	2,7453E-018	4,4208E-018	6,5117E-018	8,9706E-018	1,1740E-017	1,4754E-017	1,7938E-017	2,1214E-017	2,4499E-017	2,7712E-017	3,0774E-017	3,3610E-017	3,6152E-017	3,8339E-017	4,0118E-017	4,1446E-017	4,2288E-017	4,2622E-017	4,2439E-017	4,1745E-017	4,0567E-017	3,8959E-017	3,7014E-017	3,4864E-017	3,2677E-017	3,0597E-017	2,8715E-017	2,7101E-017	2,5801E-017	2,4635E-017	2,4033E-017	2,3438E-017	2,2928E-017	2,2876E-017	2,3070E-017	2,3164E-017	2,3221E-017	2,3307E-017	2,3457E-017	2,3657E-017	2,3855E-017	2,3994E-017	2,4043E-017	TRUE
