S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	2,2194E-036	1,5298E-035	1,0486E-034	4,9479E-034	1,7660E-033	4,9848E-033	1,2279E-032	2,7193E-032	5,5723E-032	1,0904E-031	2,0388E-031	3,6530E-031	6,2659E-031	1,0324E-030	1,6406E-030	2,5186E-030	3,7445E-030	5,4071E-030	7,5971E-030	1,0396E-029	1,3892E-029	1,8149E-029	2,3220E-029	2,9148E-029	3,5966E-029	4,3740E-029	5,2592E-029	6,2848E-029	7,5250E-029	9,1550E-029	1,1624E-028	1,6268E-028	2,8336E-028	8,4416E-028	5,9172E-027	
10,00	0,0000E000	0,0000E000	0,0000E000	3,7747E-037	3,0705E-035	6,8374E-034	6,8813E-033	4,6339E-032	2,3952E-031	1,0081E-030	3,5871E-030	1,1118E-029	3,0691E-029	7,6787E-029	1,7652E-028	3,7697E-028	7,5465E-028	1,4267E-027	2,5631E-027	4,3987E-027	7,2436E-027	1,1490E-026	1,7613E-026	2,6168E-026	3,7778E-026	5,3114E-026	7,2868E-026	9,7724E-026	1,2833E-025	1,6526E-025	2,0900E-025	2,5994E-025	3,1842E-025	3,8478E-025	4,5951E-025	5,4356E-025	6,3877E-025	7,4888E-025	8,8133E-025	1,0514E-024	1,2921E-024	1,6821E-024	2,4394E-024	4,3300E-024	1,1081E-023	2,8755E-023	
15,00	0,0000E000	6,0378E-037	4,4414E-034	2,0193E-032	3,3123E-031	3,0056E-030	1,8450E-029	8,5623E-029	3,2173E-028	1,0245E-027	2,8551E-027	7,1282E-027	1,6227E-026	3,4149E-026	6,7159E-026	1,2451E-025	2,1916E-025	3,6842E-025	5,9445E-025	9,2446E-025	1,3906E-024	2,0294E-024	2,8815E-024	3,9894E-024	5,3970E-024	7,1475E-024	9,2818E-024	1,1837E-023	1,4846E-023	1,8337E-023	2,2332E-023	2,6856E-023	3,1935E-023	3,7610E-023	4,3953E-023	5,1094E-023	5,9271E-023	6,8923E-023	8,0872E-023	9,6715E-023	1,1975E-022	1,5744E-022	2,2896E-022	3,9179E-022	8,2569E-022	1,4221E-021	
20,00	0,0000E000	1,6010E-033	3,0103E-031	7,7131E-030	8,2276E-029	5,3244E-028	2,4808E-027	9,1326E-027	2,8126E-026	7,5310E-026	1,8017E-025	3,9290E-025	7,9272E-025	1,4966E-024	2,6680E-024	4,5241E-024	7,3419E-024	1,1461E-023	1,7280E-023	2,5250E-023	3,5864E-023	4,9650E-023	6,7160E-023	8,8937E-023	1,1549E-022	1,4728E-022	1,8473E-022	2,2824E-022	2,7812E-022	3,3468E-022	3,9817E-022	4,6892E-022	5,4743E-022	6,3456E-022	7,3185E-022	8,4192E-022	9,6934E-022	1,1221E-021	1,3146E-021	1,5738E-021	1,9530E-021	2,5663E-021	3,6798E-021	5,9516E-021	1,0614E-020	1,4937E-020	
25,00	0,0000E000	3,0679E-031	2,8230E-029	4,7874E-028	3,8462E-027	1,9883E-026	7,6635E-026	2,3960E-025	6,4081E-025	1,5185E-024	3,2659E-024	6,4826E-024	1,2022E-023	2,1028E-023	3,4968E-023	5,5663E-023	8,5289E-023	1,2635E-022	1,8160E-022	2,5396E-022	3,4648E-022	4,6215E-022	6,0387E-022	7,7447E-022	9,7674E-022	1,2133E-021	1,4862E-021	1,7965E-021	2,1453E-021	2,5335E-021	2,9635E-021	3,4386E-021	3,9637E-021	4,5465E-021	5,1989E-021	5,9414E-021	6,8080E-021	7,8574E-021	9,1917E-021	1,0996E-020	1,3620E-020	1,7764E-020	2,4888E-020	3,7872E-020	5,9335E-020	7,4713E-020	
30,00	0,0000E000	1,3783E-029	8,8955E-028	1,1031E-026	6,9108E-026	2,9584E-025	9,8716E-025	2,7517E-024	6,6806E-024	1,4524E-023	2,8858E-023	5,3231E-023	9,2328E-023	1,5214E-022	2,4007E-022	3,6489E-022	5,3633E-022	7,6455E-022	1,0598E-021	1,4326E-021	1,8938E-021	2,4545E-021	3,1254E-021	3,9155E-021	4,8326E-021	5,8836E-021	7,0754E-021	8,4140E-021	9,9029E-021	1,1544E-020	1,3340E-020	1,5302E-020	1,7455E-020	1,9839E-020	2,2517E-020	2,5588E-020	2,9206E-020	3,3622E-020	3,9263E-020	4,6872E-020	5,7791E-020	7,4514E-020	1,0161E-019	1,4599E-019	2,0763E-019	2,4466E-019	
35,00	0,0000E000	2,4870E-028	1,1931E-026	1,2665E-025	6,8887E-025	2,5739E-024	7,5708E-024	1,8879E-023	4,1721E-023	8,4026E-023	1,5705E-022	2,7573E-022	4,5846E-022	7,2640E-022	1,1025E-021	1,6107E-021	2,2771E-021	3,1307E-021	4,2050E-021	5,5372E-021	7,1628E-021	9,1098E-021	1,1395E-020	1,4027E-020	1,7010E-020	2,0359E-020	2,4093E-020	2,8235E-020	3,2804E-020	3,7817E-020	4,3292E-020	4,9265E-020	5,5809E-020	6,3051E-020	7,1196E-020	8,0559E-020	9,1633E-020	1,0519E-019	1,2250E-019	1,4567E-019	1,7832E-019	2,2662E-019	3,0031E-019	4,0968E-019	5,4172E-019	6,1170E-019	
40,00	0,0000E000	3,1186E-027	9,4048E-026	8,3372E-025	4,1239E-024	1,4383E-023	3,9744E-023	9,3055E-023	1,9261E-022	3,6280E-022	6,3503E-022	1,0491E-021	1,6549E-021	2,5137E-021	3,6976E-021	5,2846E-021	7,3507E-021	9,9595E-021	1,3154E-020	1,6959E-020	2,1391E-020	2,6479E-020	3,2287E-020	3,8912E-020	4,6470E-020	5,5053E-020	6,4704E-020	7,5410E-020	8,7124E-020	9,9806E-020	1,1347E-019	1,2822E-019	1,4431E-019	1,6210E-019	1,8215E-019	2,0526E-019	2,3263E-019	2,6609E-019	3,0859E-019	3,6482E-019	4,4236E-019	5,5296E-019	7,1222E-019	9,2897E-019	1,1633E-018	1,2768E-018	
45,00	0,0000E000	2,9352E-026	6,0087E-025	4,1132E-024	1,7505E-023	5,5926E-023	1,4650E-022	3,3109E-022	6,6710E-022	1,2258E-021	2,0886E-021	3,3429E-021	5,0788E-021	7,3914E-021	1,0387E-020	1,4195E-020	1,8980E-020	2,4944E-020	3,2313E-020	4,1308E-020	5,2088E-020	6,4708E-020	7,9093E-020	9,5051E-020	1,1233E-019	1,3073E-019	1,5018E-019	1,7086E-019	1,9317E-019	2,1762E-019	2,4474E-019	2,7507E-019	3,0913E-019	3,4759E-019	3,9138E-019	4,4192E-019	5,0149E-019	5,7371E-019	6,6431E-019	7,8214E-019	9,4073E-019	1,1590E-018	1,4573E-018	1,8346E-018	2,2085E-018	2,3779E-018	
