S 10 18 10
1
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
10,00	1,7635E-088	1,2057E-085	5,1781E-084	7,3078E-083	5,3834E-082	2,5697E-081	8,9824E-081	2,4815E-080	5,6971E-080	1,1269E-079	1,9701E-079	3,1013E-079	4,4642E-079	5,9378E-079	7,3530E-079	8,5298E-079	9,3097E-079	9,5828E-079	TRUE
15,00	1,1945E-084	1,0209E-082	1,5416E-081	1,0525E-080	4,4696E-080	1,3829E-079	3,4122E-079	7,0985E-079	1,2906E-078	2,1004E-078	3,1184E-078	4,2936E-078	5,5461E-078	6,7755E-078	7,8772E-078	8,7468E-078	9,3003E-078	9,4899E-078	TRUE
20,00	1,4175E-082	4,3510E-081	3,6614E-080	1,6234E-079	4,9319E-079	1,1717E-078	2,3416E-078	4,1030E-078	6,4685E-078	9,3589E-078	1,2635E-077	1,6100E-077	1,9487E-077	2,2530E-077	2,5020E-077	2,6843E-077	2,7955E-077	2,8331E-077	TRUE
25,00	3,4540E-081	5,2827E-080	2,6955E-079	8,6071E-079	2,1039E-078	4,2727E-078	7,5135E-078	1,1762E-077	1,6769E-077	2,2210E-077	2,7792E-077	3,3287E-077	3,8511E-077	4,3234E-077	4,7146E-077	5,0000E-077	5,1700E-077	5,2260E-077	TRUE
30,00	2,3737E-080	2,5386E-079	1,0952E-078	2,9374E-078	5,9725E-078	1,0182E-077	1,5464E-077	2,1735E-077	2,8867E-077	3,6573E-077	4,4394E-077	5,1859E-077	5,8573E-077	6,4201E-077	6,8520E-077	7,1519E-077	7,3266E-077	7,3831E-077	TRUE
35,00	1,3720E-079	7,1926E-079	2,3648E-078	5,7447E-078	1,1286E-077	1,8873E-077	2,7796E-077	3,7023E-077	4,5621E-077	5,3068E-077	5,9297E-077	6,4545E-077	6,9060E-077	7,2881E-077	7,5908E-077	7,8001E-077	7,9171E-077	7,9514E-077	TRUE
40,00	5,0983E-079	2,2852E-078	5,1247E-078	9,2999E-078	1,5126E-077	2,2963E-077	3,2913E-077	4,4553E-077	5,6901E-077	6,8700E-077	7,8869E-077	8,6830E-077	9,2511E-077	9,6068E-077	9,7871E-077	9,8455E-077	9,8439E-077	9,8311E-077	TRUE
45,00	1,1782E-078	5,7242E-078	1,1627E-077	1,8331E-077	2,4899E-077	3,0963E-077	3,6730E-077	4,2785E-077	4,9719E-077	5,7759E-077	6,6601E-077	7,5516E-077	8,3655E-077	9,0384E-077	9,5283E-077	9,8357E-077	9,9996E-077	1,0045E-076	TRUE
50,00	2,1314E-078	9,4447E-078	1,9432E-077	3,0937E-077	4,1967E-077	5,0936E-077	5,6907E-077	5,9746E-077	6,0016E-077	5,8698E-077	5,6878E-077	5,5439E-077	5,4819E-077	5,5066E-077	5,5796E-077	5,6548E-077	5,7301E-077	5,7314E-077	TRUE
