S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	-4,9087E-034	-1,2513E-032	-1,8795E-031	-1,2095E-030	-4,6879E-030	-1,4462E-029	-3,8534E-029	-9,3336E-029	-2,0701E-028	-4,2206E-028	-8,0334E-028	-1,4438E-027	-2,4696E-027	-4,0383E-027	-6,3344E-027	-9,5581E-027	-1,3913E-026	-1,9589E-026	-2,6739E-026	-3,5461E-026	-4,5772E-026	-5,7593E-026	-7,0736E-026	-8,4900E-026	-9,9678E-026	-1,1457E-025	-1,2900E-025	-1,4237E-025	-1,5409E-025	-1,6364E-025	-1,7064E-025	-1,7487E-025	-1,7645E-025	-1,7591E-025	-1,7450E-025	-1,7480E-025	-1,8248E-025	-2,1263E-025	-3,2045E-025	-6,7311E-027	
10,00	0,0000E000	-1,5007E-035	-1,2550E-031	-5,0473E-030	-6,1794E-029	-4,3727E-028	-2,1659E-027	-8,2983E-027	-2,6176E-026	-7,0894E-026	-1,6980E-025	-3,6759E-025	-7,3108E-025	-1,3529E-024	-2,3532E-024	-3,8778E-024	-6,0941E-024	-9,1825E-024	-1,3325E-023	-1,8693E-023	-2,5431E-023	-3,3641E-023	-4,3371E-023	-5,4599E-023	-6,7230E-023	-8,1085E-023	-9,5905E-023	-1,1136E-022	-1,2704E-022	-1,4252E-022	-1,5733E-022	-1,7101E-022	-1,8315E-022	-1,9340E-022	-2,0150E-022	-2,0733E-022	-2,1095E-022	-2,1263E-022	-2,1299E-022	-2,1308E-022	-2,1483E-022	-2,2167E-022	-2,4043E-022	-2,8554E-022	-3,6956E-022	-2,8084E-024	
15,00	0,0000E000	-1,1809E-029	-6,8289E-028	-8,8816E-027	-5,8916E-026	-2,6259E-025	-8,9526E-025	-2,5146E-024	-6,0976E-024	-1,3169E-023	-2,5896E-023	-4,7121E-023	-8,0331E-023	-1,2953E-022	-1,9904E-022	-2,9326E-022	-4,1637E-022	-5,7194E-022	-7,6275E-022	-9,9042E-022	-1,2552E-021	-1,5557E-021	-1,8892E-021	-2,2512E-021	-2,6356E-021	-3,0353E-021	-3,4417E-021	-3,8459E-021	-4,2383E-021	-4,6094E-021	-4,9504E-021	-5,2532E-021	-5,5113E-021	-5,7202E-021	-5,8781E-021	-5,9865E-021	-6,0514E-021	-6,0843E-021	-6,1053E-021	-6,1467E-021	-6,2610E-021	-6,5348E-021	-7,1097E-021	-8,1346E-021	-8,6584E-021	-4,3261E-023	
20,00	0,0000E000	-4,5863E-027	-1,1319E-025	-8,9497E-025	-4,1522E-024	-1,3945E-023	-3,7697E-023	-8,7239E-023	-1,7951E-022	-3,3652E-022	-5,8456E-022	-9,5310E-022	-1,4736E-021	-2,1773E-021	-3,0926E-021	-4,2433E-021	-5,6465E-021	-7,3115E-021	-9,2392E-021	-1,1420E-020	-1,3831E-020	-1,6444E-020	-1,9220E-020	-2,2114E-020	-2,5071E-020	-2,8031E-020	-3,0937E-020	-3,3730E-020	-3,6351E-020	-3,8747E-020	-4,0873E-020	-4,2692E-020	-4,4181E-020	-4,5332E-020	-4,6156E-020	-4,6686E-020	-4,6987E-020	-4,7159E-020	-4,7359E-020	-4,7819E-020	-4,8881E-020	-5,1027E-020	-5,4746E-020	-5,9175E-020	-5,3189E-020	-2,1603E-022	
25,00	0,0000E000	-2,6419E-025	-4,1472E-024	-2,2906E-023	-8,1082E-023	-2,2242E-022	-5,1351E-022	-1,0427E-021	-1,9151E-021	-3,2459E-021	-5,1574E-021	-7,7761E-021	-1,1223E-020	-1,5594E-020	-2,0948E-020	-2,7313E-020	-3,4696E-020	-4,3075E-020	-5,2381E-020	-6,2500E-020	-7,3296E-020	-8,4604E-020	-9,6225E-020	-1,0795E-019	-1,1959E-019	-1,3095E-019	-1,4181E-019	-1,5195E-019	-1,6119E-019	-1,6937E-019	-1,7642E-019	-1,8225E-019	-1,8685E-019	-1,9023E-019	-1,9250E-019	-1,9384E-019	-1,9453E-019	-1,9498E-019	-1,9580E-019	-1,9777E-019	-2,0194E-019	-2,0931E-019	-2,1940E-019	-2,2301E-019	-1,7576E-019	-6,3698E-022	
30,00	0,0000E000	-5,3526E-024	-5,6508E-023	-2,5616E-022	-7,6869E-022	-1,8152E-021	-3,6725E-021	-6,6730E-021	-1,1196E-020	-1,7637E-020	-2,6351E-020	-3,7596E-020	-5,1503E-020	-6,8123E-020	-8,7501E-020	-1,0969E-019	-1,3464E-019	-1,6209E-019	-1,9153E-019	-2,2242E-019	-2,5432E-019	-2,8687E-019	-3,1958E-019	-3,5185E-019	-3,8308E-019	-4,1277E-019	-4,4051E-019	-4,6591E-019	-4,8851E-019	-5,0795E-019	-5,2403E-019	-5,3675E-019	-5,4626E-019	-5,5282E-019	-5,5682E-019	-5,5879E-019	-5,5953E-019	-5,6010E-019	-5,6190E-019	-5,6664E-019	-5,7598E-019	-5,9006E-019	-6,0171E-019	-5,7686E-019	-4,1187E-019	-1,3944E-021	
35,00	0,0000E000	-6,7791E-023	-4,4269E-022	-1,6079E-021	-4,2720E-021	-9,2513E-021	-1,7354E-020	-2,9304E-020	-4,5731E-020	-6,7221E-020	-9,4384E-020	-1,2786E-019	-1,6816E-019	-2,1544E-019	-2,6922E-019	-3,2841E-019	-3,9163E-019	-4,5780E-019	-5,2648E-019	-5,9763E-019	-6,7087E-019	-7,4488E-019	-8,1760E-019	-8,8707E-019	-9,5203E-019	-1,0120E-018	-1,0669E-018	-1,1163E-018	-1,1594E-018	-1,1956E-018	-1,2245E-018	-1,2462E-018	-1,2613E-018	-1,2704E-018	-1,2748E-018	-1,2756E-018	-1,2744E-018	-1,2734E-018	-1,2749E-018	-1,2813E-018	-1,2934E-018	-1,3059E-018	-1,2938E-018	-1,1771E-018	-7,8059E-019	-2,5302E-021	
40,00	0,0000E000	-5,5235E-022	-2,6411E-021	-7,4990E-021	-1,6976E-020	-3,3251E-020	-5,8470E-020	-9,4374E-020	-1,4199E-019	-2,0152E-019	-2,7244E-019	-3,5391E-019	-4,4532E-019	-5,4668E-019	-6,5863E-019	-7,8178E-019	-9,1571E-019	-1,0580E-018	-1,2040E-018	-1,3483E-018	-1,4864E-018	-1,6164E-018	-1,7391E-018	-1,8565E-018	-1,9698E-018	-2,0777E-018	-2,1770E-018	-2,2638E-018	-2,3358E-018	-2,3918E-018	-2,4332E-018	-2,4613E-018	-2,4779E-018	-2,4854E-018	-2,4857E-018	-2,4803E-018	-2,4719E-018	-2,4638E-018	-2,4589E-018	-2,4589E-018	-2,4601E-018	-2,4441E-018	-2,3537E-018	-2,0467E-018	-1,2840E-018	-4,0425E-021	
45,00	0,0000E000	-2,8868E-021	-1,2118E-020	-2,9391E-020	-5,7400E-020	-9,9610E-020	-1,5988E-019	-2,4194E-019	-3,4869E-019	-4,8146E-019	-6,3944E-019	-8,1937E-019	-1,0159E-018	-1,2230E-018	-1,4350E-018	-1,6491E-018	-1,8656E-018	-2,0876E-018	-2,3190E-018	-2,5617E-018	-2,8120E-018	-3,0609E-018	-3,2962E-018	-3,5062E-018	-3,6839E-018	-3,8274E-018	-3,9424E-018	-4,0357E-018	-4,1140E-018	-4,1813E-018	-4,2381E-018	-4,2811E-018	-4,3087E-018	-4,3222E-018	-4,3215E-018	-4,3072E-018	-4,2839E-018	-4,2581E-018	-4,2338E-018	-4,2093E-018	-4,1710E-018	-4,0766E-018	-3,8221E-018	-3,1969E-018	-1,9213E-018	-5,9246E-021	
