S 10 46 20
1
0	0,03490659	0,06981317	0,10471976	0,13962634	0,17453293	0,20943951	0,2443461	0,27925268	0,31415927	0,34906585	0,38397244	0,41887902	0,45378561	0,48869219	0,52359878	0,55850536	0,59341195	0,62831853	0,66322512	0,6981317	0,73303829	0,76794487	0,80285146	0,83775804	0,87266463	0,90757121	0,9424778	0,97738438	1,01229097	1,04719755	1,08210414	1,11701072	1,15191731	1,18682389	1,22173048	1,25663706	1,29154365	1,32645023	1,36135682	1,3962634	1,43116999	1,46607657	1,50098316	1,53588974	1,57079633	
05,00	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	0,0000E000	8,8575E-034	5,2551E-033	3,2069E-032	1,3656E-031	4,3825E-031	1,1409E-030	2,6280E-030	5,4392E-030	1,0470E-029	1,9142E-029	3,3226E-029	5,5418E-029	8,8817E-029	1,3740E-028	2,0570E-028	2,9860E-028	4,2131E-028	5,7887E-028	7,7557E-028	1,0149E-027	1,2987E-027	1,6271E-027	1,9978E-027	2,4058E-027	2,8441E-027	3,3026E-027	3,7697E-027	4,2315E-027	4,6731E-027	5,0794E-027	5,4358E-027	5,7286E-027	5,9466E-027	6,0811E-027	6,1265E-027	TRUE
10,00	0,0000E000	0,0000E000	0,0000E000	1,0457E-033	5,1643E-032	7,7256E-031	5,4883E-030	2,7443E-029	1,0976E-028	3,6812E-028	1,0696E-027	2,7626E-027	6,4637E-027	1,3905E-026	2,7825E-026	5,2288E-026	9,2981E-026	1,5747E-025	2,5532E-025	3,9816E-025	5,9944E-025	8,7415E-025	1,2382E-024	1,7078E-024	2,2986E-024	3,0244E-024	3,8969E-024	4,9237E-024	6,1085E-024	7,4493E-024	8,9388E-024	1,0563E-023	1,2303E-023	1,4132E-023	1,6020E-023	1,7932E-023	1,9829E-023	2,1671E-023	2,3416E-023	2,5025E-023	2,6459E-023	2,7685E-023	2,8671E-023	2,9393E-023	2,9834E-023	2,9982E-023	TRUE
15,00	0,0000E000	1,0462E-032	2,0847E-030	4,2824E-029	3,9957E-028	2,3403E-027	1,0045E-026	3,4454E-026	9,9649E-026	2,5200E-025	5,7172E-025	1,1857E-024	2,2804E-024	4,1124E-024	7,0159E-024	1,1404E-023	1,7766E-023	2,6653E-023	3,8666E-023	5,4427E-023	7,4553E-023	9,9627E-023	1,3017E-022	1,6661E-022	2,0924E-022	2,5821E-022	3,1350E-022	3,7492E-022	4,4210E-022	5,1445E-022	5,9123E-022	6,7155E-022	7,5434E-022	8,3843E-022	9,2255E-022	1,0054E-021	1,0855E-021	1,1617E-021	1,2325E-021	1,2967E-021	1,3531E-021	1,4008E-021	1,4389E-021	1,4666E-021	1,4834E-021	1,4890E-021	TRUE
20,00	0,0000E000	2,2507E-029	1,0836E-027	1,2488E-026	7,5585E-026	3,1518E-025	1,0253E-024	2,7850E-024	6,5912E-024	1,3992E-023	2,7203E-023	4,9191E-023	8,3684E-023	1,3511E-022	2,0850E-022	3,0931E-022	4,4324E-022	6,1596E-022	8,3290E-022	1,0988E-021	1,4175E-021	1,7918E-021	2,2240E-021	2,7145E-021	3,2623E-021	3,8644E-021	4,5169E-021	5,2148E-021	5,9520E-021	6,7214E-021	7,5142E-021	8,3208E-021	9,1308E-021	9,9337E-021	1,0719E-020	1,1478E-020	1,2200E-020	1,2876E-020	1,3496E-020	1,4051E-020	1,4535E-020	1,4941E-020	1,5262E-020	1,5494E-020	1,5635E-020	1,5682E-020	TRUE
25,00	0,0000E000	3,5038E-027	8,2166E-026	6,2777E-025	2,8604E-024	9,5125E-024	2,5554E-023	5,8872E-023	1,2087E-022	2,2687E-022	3,9612E-022	6,5121E-022	1,0169E-021	1,5190E-021	2,1835E-021	3,0361E-021	4,1011E-021	5,3995E-021	6,9472E-021	8,7542E-021	1,0825E-020	1,3159E-020	1,5746E-020	1,8571E-020	2,1620E-020	2,4876E-020	2,8316E-020	3,1903E-020	3,5589E-020	3,9326E-020	4,3076E-020	4,6810E-020	5,0500E-020	5,4111E-020	5,7604E-020	6,0935E-020	6,4064E-020	6,6955E-020	6,9577E-020	7,1903E-020	7,3909E-020	7,5577E-020	7,6891E-020	7,7837E-020	7,8409E-020	7,8600E-020	TRUE
30,00	0,0000E000	1,3416E-025	2,1861E-024	1,2138E-023	4,3065E-023	1,1865E-022	2,7610E-022	5,6707E-022	1,0560E-021	1,8164E-021	2,9261E-021	4,4654E-021	6,5161E-021	9,1617E-021	1,2485E-020	1,6557E-020	2,1426E-020	2,7109E-020	3,3594E-020	4,0859E-020	4,8881E-020	5,7639E-020	6,7091E-020	7,7162E-020	8,7750E-020	9,8753E-020	1,1009E-019	1,2168E-019	1,3344E-019	1,4521E-019	1,5681E-019	1,6805E-019	1,7884E-019	1,8912E-019	1,9890E-019	2,0816E-019	2,1687E-019	2,2496E-019	2,3234E-019	2,3891E-019	2,4459E-019	2,4931E-019	2,5302E-019	2,5569E-019	2,5729E-019	2,5783E-019	TRUE
35,00	0,0000E000	2,0843E-024	2,5484E-023	1,2090E-022	3,7100E-022	8,8925E-022	1,8205E-021	3,3427E-021	5,6673E-021	9,0339E-021	1,3694E-020	1,9884E-020	2,7791E-020	3,7527E-020	4,9123E-020	6,2554E-020	7,7789E-020	9,4839E-020	1,1376E-019	1,3462E-019	1,5738E-019	1,8184E-019	2,0764E-019	2,3430E-019	2,6142E-019	2,8874E-019	3,1618E-019	3,4374E-019	3,7135E-019	3,9874E-019	4,2554E-019	4,5132E-019	4,7573E-019	4,9857E-019	5,1984E-019	5,3963E-019	5,5803E-019	5,7505E-019	5,9064E-019	6,0462E-019	6,1680E-019	6,2701E-019	6,3508E-019	6,4090E-019	6,4441E-019	6,4558E-019	TRUE
40,00	0,0000E000	2,2741E-023	1,7600E-022	7,0165E-022	1,9617E-021	4,3866E-021	8,4218E-021	1,4486E-020	2,2954E-020	3,4164E-020	4,8453E-020	6,6191E-020	8,7795E-020	1,1369E-019	1,4424E-019	1,7957E-019	2,1948E-019	2,6338E-019	3,1033E-019	3,5926E-019	4,0927E-019	4,5985E-019	5,1107E-019	5,6347E-019	6,1772E-019	6,7410E-019	7,3224E-019	7,9107E-019	8,4912E-019	9,0482E-019	9,5689E-019	1,0047E-018	1,0484E-018	1,0886E-018	1,1259E-018	1,1608E-018	1,1935E-018	1,2239E-018	1,2517E-018	1,2767E-018	1,2983E-018	1,3164E-018	1,3305E-018	1,3407E-018	1,3468E-018	1,3488E-018	TRUE
45,00	0,0000E000	1,9144E-022	9,9503E-022	3,0687E-021	7,4125E-021	1,5233E-020	2,7774E-020	4,6140E-020	7,1132E-020	1,0314E-019	1,4215E-019	1,8776E-019	2,3943E-019	2,9671E-019	3,5944E-019	4,2790E-019	5,0283E-019	5,8520E-019	6,7579E-019	7,7466E-019	8,8080E-019	9,9189E-019	1,1046E-018	1,2151E-018	1,3196E-018	1,4155E-018	1,5017E-018	1,5793E-018	1,6511E-018	1,7209E-018	1,7914E-018	1,8643E-018	1,9397E-018	2,0166E-018	2,0933E-018	2,1675E-018	2,2369E-018	2,2993E-018	2,3538E-018	2,3994E-018	2,4365E-018	2,4656E-018	2,4872E-018	2,5019E-018	2,5104E-018	2,5131E-018	TRUE
