S 3 10 14
1,00E05
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	-2,530E012	-2,530E012	-1,408E011	-1,166E011	1,940E013	1,297E014	3,910E014	7,111E014	8,352E014	1,028E015	
10,0	-7,850E012	-6,783E012	-1,541E013	-3,321E014	-3,068E015	-1,246E016	-3,017E016	-4,798E016	-5,213E016	-4,494E016	
15,0	-1,180E013	-6,211E013	-5,888E015	-8,911E016	-4,265E017	-1,143E018	-2,183E018	-2,507E018	-2,773E018	-1,303E018	
20,0	-1,768E013	-1,093E016	-3,552E017	-2,195E018	-5,641E018	-9,084E018	-9,705E018	-7,501E018	-6,769E018	-2,818E018	
25,0	-2,841E014	-5,921E017	-3,146E018	-7,355E018	-8,184E018	-6,653E018	-3,985E018	-2,781E018	-2,337E018	-1,199E018	
30,0	-2,401E016	-2,189E018	-6,262E018	-6,843E018	-4,408E018	-1,290E018	-7,132E017	-8,707E017	-1,018E018	-3,578E017	
35,0	-3,860E017	-3,277E018	-5,038E018	-4,253E018	-1,918E018	-5,322E017	-3,935E017	-7,210E017	-8,720E017	-2,301E017	
40,0	-6,740E017	-3,987E018	-4,102E018	-2,376E018	-1,682E017	-2,174E015	-1,752E017	-6,146E017	-7,581E017	-1,373E017	
45,0	-1,088E018	-3,324E018	-3,174E018	-1,670E018	-1,612E017	-2,887E016	-2,533E017	-5,999E017	-6,152E017	-9,936E016	
50,0	-1,420E018	-2,794E018	-2,432E018	-1,104E018	-1,555E017	-5,022E016	-3,157E017	-5,881E017	-5,008E017	-6,898E016	
55,0	-1,691E018	-2,361E018	-1,825E018	-6,419E017	-1,509E017	-6,770E016	-3,669E017	-5,784E017	-4,073E017	-4,413E016	
60,0	-1,917E018	-1,999E018	-1,319E018	-2,564E017	-1,470E017	-8,226E016	-4,094E017	-5,704E017	-3,293E017	-2,342E016	
65,0	-2,109E018	-1,694E018	-8,910E017	6,975E016	-1,437E017	-9,458E016	-4,455E017	-5,636E017	-2,634E017	-5,894E015	
70,0	-2,273E018	-1,432E018	-5,240E017	3,493E017	-1,409E017	-1,051E017	-4,764E017	-5,578E017	-2,068E017	9,127E015	

1,00E06
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	-2,415E013	-2,046E013	-2,046E013	-1,628E013	1,614E014	1,192E015	3,916E015	7,148E015	8,352E015	1,069E016	
10,0	-7,230E013	-7,230E013	-1,549E014	-3,189E015	-3,068E016	-1,246E017	-3,017E017	-4,798E017	-5,100E017	-4,395E017	
15,0	-1,180E014	-6,211E014	-5,888E016	-8,130E017	-3,907E018	-8,944E018	-1,189E019	-1,199E019	-1,124E019	-6,021E018	
20,0	-1,768E014	-1,045E017	-2,693E018	-1,070E019	-1,333E019	-8,836E018	-3,202E018	-1,272E018	-3,179E017	-1,701E018	
25,0	-2,841E015	-2,120E018	-8,638E018	-9,270E018	-4,440E018	-5,279E017	-1,760E017	0,000E000	0,000E000	-1,760E017	
30,0	-7,977E016	-5,789E018	-6,848E018	-3,434E018	-1,414E017	0,000E000	0,000E000	-3,028E015	-9,082E015	-3,028E015	
35,0	-1,169E018	-4,990E018	-4,368E018	-1,417E018	-5,836E016	0,000E000	0,000E000	-5,083E016	-1,525E017	-5,083E016	
40,0	-1,931E018	-4,355E018	-2,564E018	-3,260E015	0,000E000	0,000E000	-1,087E015	-8,908E016	-2,518E017	-8,297E016	
45,0	-1,902E018	-3,453E018	-1,794E018	-4,330E016	0,000E000	0,000E000	-1,443E016	-1,464E017	-2,348E017	-6,520E016	
50,0	-1,878E018	-2,731E018	-1,177E018	-7,532E016	0,000E000	0,000E000	-2,511E016	-1,922E017	-2,211E017	-5,099E016	
55,0	-1,859E018	-2,140E018	-6,732E017	-1,015E017	0,000E000	0,000E000	-3,385E016	-2,297E017	-2,100E017	-3,937E016	
60,0	-1,843E018	-1,648E018	-2,530E017	-1,234E017	0,000E000	0,000E000	-4,113E016	-2,609E017	-2,007E017	-2,968E016	
65,0	-1,829E018	-1,232E018	1,026E017	-1,418E017	0,000E000	0,000E000	-4,729E016	-2,874E017	-1,928E017	-2,148E016	
70,0	-1,818E018	-8,746E017	4,074E017	-1,577E017	0,000E000	0,000E000	-5,257E016	-3,100E017	-1,861E017	-1,445E016	

1,00E07
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	-2,415E014	-2,833E014	-2,046E014	-1,628E014	1,674E015	1,192E016	3,916E016	7,148E016	8,352E016	1,065E017	
10,0	-7,230E014	-7,230E014	-1,549E015	-3,189E016	-2,956E017	-1,201E018	-2,794E018	-3,944E018	-4,268E018	-3,639E018	
15,0	-1,180E015	-6,211E015	-5,697E017	-6,355E018	-1,866E019	-2,105E019	-1,088E019	-3,252E018	-1,084E018	-5,022E018	
20,0	-1,768E015	-7,855E017	-1,104E019	-1,510E019	-5,567E018	-3,179E017	0,000E000	0,000E000	0,000E000	0,000E000	
25,0	-2,610E016	-5,902E018	-9,865E018	-3,988E018	-1,760E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
30,0	-2,142E017	-7,574E018	-4,714E018	-1,414E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
35,0	-2,042E018	-5,623E018	-2,242E018	-5,836E016	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	
40,0	-3,279E018	-4,160E018	-4,938E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-1,983E015	-9,038E014	
45,0	-2,686E018	-3,029E018	-3,399E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-2,633E016	-1,200E016	
50,0	-2,213E018	-2,124E018	-2,167E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-4,580E016	-2,088E016	
55,0	-1,825E018	-1,383E018	-1,160E017	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-6,174E016	-2,814E016	
60,0	-1,502E018	-7,660E017	-3,205E016	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-7,502E016	-3,420E016	
65,0	-1,229E018	-2,438E017	3,899E016	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-8,625E016	-3,932E016	
70,0	-9,947E017	2,037E017	9,988E016	0,000E000	0,000E000	0,000E000	0,000E000	0,000E000	-9,588E016	-4,371E016	

