S 10 18 10
1
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
10,00	-1,7635E-088	-1,2054E-085	-5,1597E-084	-7,2373E-083	-5,2755E-082	-2,4772E-081	-8,4561E-081	-2,2614E-080	-4,9733E-080	-9,3085E-080	-1,5176E-079	-2,1918E-079	-2,8433E-079	-3,3512E-079	-3,6555E-079	-3,8752E-079	-4,5468E-079	-2,0981E-081	
15,00	-1,1945E-084	-1,0203E-082	-1,5377E-081	-1,0453E-080	-4,4038E-080	-1,3453E-079	-3,2573E-079	-6,6000E-079	-1,1579E-078	-1,7981E-078	-2,5157E-078	-3,2195E-078	-3,8106E-078	-4,2182E-078	-4,4503E-078	-4,6632E-078	-5,0626E-078	-1,4141E-080	
20,00	-1,4175E-082	-4,3490E-081	-3,6544E-080	-1,6147E-079	-4,8735E-079	-1,1456E-078	-2,2536E-078	-3,8611E-078	-5,9028E-078	-8,2028E-078	-1,0519E-077	-1,2568E-077	-1,4084E-077	-1,4957E-077	-1,5339E-077	-1,5658E-077	-1,5321E-077	-3,2123E-080	
25,00	-3,4539E-081	-5,2808E-080	-2,6911E-079	-8,5678E-079	-2,0832E-078	-4,1939E-078	-7,2750E-078	-1,1162E-077	-1,5479E-077	-1,9770E-077	-2,3633E-077	-2,6769E-077	-2,8985E-077	-3,0213E-077	-3,0646E-077	-3,0613E-077	-2,7223E-077	-4,7967E-080	
30,00	-2,3737E-080	-2,5380E-079	-1,0939E-078	-2,9264E-078	-5,9205E-078	-1,0009E-077	-1,5014E-077	-2,0742E-077	-2,6914E-077	-3,3048E-077	-3,8507E-077	-4,2724E-077	-4,5362E-077	-4,6407E-077	-4,6190E-077	-4,4644E-077	-3,6163E-077	-5,6622E-080	
35,00	-1,3719E-079	-7,1905E-079	-2,3622E-078	-5,7274E-078	-1,1210E-077	-1,8617E-077	-2,7110E-077	-3,5493E-077	-4,2698E-077	-4,8140E-077	-5,1754E-077	-5,3782E-077	-5,4463E-077	-5,3936E-077	-5,2280E-077	-4,8647E-077	-3,6567E-077	-5,3354E-080	
40,00	-5,0982E-079	-2,2846E-078	-5,1185E-078	-9,2692E-078	-1,5023E-077	-2,2684E-077	-3,2243E-077	-4,3080E-077	-5,3936E-077	-6,3288E-077	-6,9937E-077	-7,3396E-077	-7,3847E-077	-7,1805E-077	-6,7642E-077	-5,9895E-077	-4,0963E-077	-5,5279E-080	
45,00	-1,1782E-078	-5,7230E-078	-1,1615E-077	-1,8273E-077	-2,4717E-077	-3,0527E-077	-3,5871E-077	-4,1290E-077	-4,7269E-077	-5,3801E-077	-6,0233E-077	-6,5514E-077	-6,8709E-077	-6,9340E-077	-6,7022E-077	-5,9933E-077	-4,0653E-077	-5,4202E-080	
50,00	-2,1314E-078	-9,4433E-078	-1,9417E-077	-3,0862E-077	-4,1712E-077	-5,0287E-077	-5,5568E-077	-5,7403E-077	-5,6428E-077	-5,3758E-077	-5,0563E-077	-4,7634E-077	-4,5123E-077	-4,2664E-077	-3,9411E-077	-3,3778E-077	-2,2049E-077	-2,8756E-080	
55,00	-3,2758E-078	-1,1101E-077	-2,3027E-077	-3,7752E-077	-5,3073E-077	-6,6988E-077	-7,7740E-077	-8,4118E-077	-8,5687E-077	-8,2837E-077	-7,6548E-077	-6,8031E-077	-5,8489E-077	-4,8811E-077	-3,9033E-077	-2,8361E-077	-1,5739E-077	-1,8652E-080	

10
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
10,00	-2,2634E-087	-1,2075E-084	-5,1593E-083	-7,2373E-082	-5,2755E-081	-2,4772E-080	-8,4561E-080	-2,2614E-079	-4,9733E-079	-9,3085E-079	-1,5176E-078	-2,1918E-078	-2,8433E-078	-3,3512E-078	-3,6555E-078	-3,8752E-078	-4,5468E-078	-2,0981E-080	
15,00	-1,1945E-083	-1,0203E-081	-1,5377E-080	-1,0453E-079	-4,4038E-079	-1,3452E-078	-3,2573E-078	-6,6000E-078	-1,1579E-077	-1,7981E-077	-2,5156E-077	-3,2194E-077	-3,8105E-077	-4,2181E-077	-4,4502E-077	-4,6631E-077	-5,0624E-077	-1,4141E-079	
20,00	-1,4175E-081	-4,3490E-080	-3,6544E-079	-1,6147E-078	-4,8735E-078	-1,1456E-077	-2,2535E-077	-3,8608E-077	-5,9022E-077	-8,2018E-077	-1,0517E-076	-1,2565E-076	-1,4081E-076	-1,4953E-076	-1,5333E-076	-1,5651E-076	-1,5314E-076	-3,2110E-079	
25,00	-3,4539E-080	-5,2807E-079	-2,6910E-078	-8,5671E-078	-2,0829E-077	-4,1929E-077	-7,2724E-077	-1,1156E-076	-1,5467E-076	-1,9749E-076	-2,3601E-076	-2,6726E-076	-2,8930E-076	-3,0147E-076	-3,0570E-076	-3,0527E-076	-2,7143E-076	-4,7830E-079	
30,00	-2,3736E-079	-2,5378E-078	-1,0936E-077	-2,9248E-077	-5,9138E-077	-9,9901E-077	-1,4975E-076	-2,0674E-076	-2,6813E-076	-3,2908E-076	-3,8323E-076	-4,2486E-076	-4,5063E-076	-4,6039E-076	-4,5752E-076	-4,4146E-076	-3,5719E-076	-5,5916E-079	
35,00	-1,3716E-078	-7,1853E-078	-2,3596E-077	-5,7175E-077	-1,1177E-076	-1,8526E-076	-2,6901E-076	-3,5097E-076	-4,2058E-076	-4,7233E-076	-5,0588E-076	-5,2378E-076	-5,2841E-076	-5,2113E-076	-5,0283E-076	-4,6595E-076	-3,4971E-076	-5,1063E-079	
40,00	-5,0938E-078	-2,2728E-077	-5,0715E-077	-9,1568E-077	-1,4821E-076	-2,2366E-076	-3,1746E-076	-4,2275E-076	-5,2636E-076	-6,1297E-076	-6,7104E-076	-6,9647E-076	-6,9173E-076	-6,6250E-076	-6,1338E-076	-5,3348E-076	-3,5992E-076	-4,8358E-079	
45,00	-1,1748E-077	-5,6484E-077	-1,1304E-076	-1,7498E-076	-2,3315E-076	-2,8490E-076	-3,3336E-076	-3,8435E-076	-4,4186E-076	-5,0444E-076	-5,6451E-076	-6,1131E-076	-6,3572E-076	-6,3356E-076	-6,0236E-076	-5,2835E-076	-3,5222E-076	-4,6631E-079	
50,00	-2,1145E-077	-9,2370E-077	-1,8521E-076	-2,8519E-076	-3,7209E-076	-4,3271E-076	-4,6211E-076	-4,6327E-076	-4,4465E-076	-4,1666E-076	-3,8862E-076	-3,6584E-076	-3,4803E-076	-3,3086E-076	-3,0679E-076	-2,6382E-076	-1,7336E-076	-2,2714E-079	
55,00	-3,2218E-077	-1,0746E-076	-2,1563E-076	-3,3800E-076	-4,5144E-076	-5,3949E-076	-5,9187E-076	-6,0482E-076	-5,8077E-076	-5,2721E-076	-4,5441E-076	-3,7274E-076	-2,9177E-076	-2,1902E-076	-1,5669E-076	-1,0362E-076	-5,7261E-077	-6,8157E-080	

100
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
10,00	-2,3944E-086	-1,2075E-083	-5,1592E-082	-7,2373E-081	-5,2755E-080	-2,4772E-079	-8,4561E-079	-2,2614E-078	-4,9733E-078	-9,3085E-078	-1,5176E-077	-2,1918E-077	-2,8433E-077	-3,3512E-077	-3,6555E-077	-3,8752E-077	-4,5468E-077	-2,0981E-079	
15,00	-1,1945E-082	-1,0203E-080	-1,5377E-079	-1,0453E-078	-4,4038E-078	-1,3452E-077	-3,2572E-077	-6,5998E-077	-1,1578E-076	-1,7979E-076	-2,5154E-076	-3,2190E-076	-3,8099E-076	-4,2173E-076	-4,4492E-076	-4,6619E-076	-5,0611E-076	-1,4137E-078	
20,00	-1,4175E-080	-4,3490E-079	-3,6544E-078	-1,6146E-077	-4,8728E-077	-1,1453E-076	-2,2526E-076	-3,8584E-076	-5,8968E-076	-8,1912E-076	-1,0499E-075	-1,2538E-075	-1,4044E-075	-1,4906E-075	-1,5279E-075	-1,5590E-075	-1,5251E-075	-3,1985E-078	
25,00	-3,4539E-079	-5,2802E-078	-2,6900E-077	-8,5600E-077	-2,0799E-076	-4,1832E-076	-7,2459E-076	-1,1094E-075	-1,5344E-075	-1,9539E-075	-2,3289E-075	-2,6306E-075	-2,8402E-075	-2,9513E-075	-2,9836E-075	-2,9709E-075	-2,6383E-075	-4,6529E-078	
30,00	-2,3733E-078	-2,5363E-077	-1,0913E-076	-2,9084E-076	-5,8475E-076	-9,8077E-076	-1,4597E-075	-2,0037E-075	-2,5874E-075	-3,1620E-075	-3,6611E-075	-4,0266E-075	-4,2262E-075	-4,2623E-075	-4,1723E-075	-3,9652E-075	-3,1776E-075	-4,9715E-078	
35,00	-1,3683E-077	-7,1347E-077	-2,3342E-076	-5,6210E-076	-1,0859E-075	-1,7653E-075	-2,4960E-075	-3,1546E-075	-3,6575E-075	-3,9844E-075	-4,1595E-075	-4,2165E-075	-4,1740E-075	-4,0396E-075	-3,8257E-075	-3,4963E-075	-2,6251E-075	-3,8613E-078	
40,00	-5,0503E-077	-2,1641E-076	-4,6721E-076	-8,2723E-076	-1,3299E-075	-1,9922E-075	-2,7715E-075	-3,5550E-075	-4,1955E-075	-4,5719E-075	-4,6358E-075	-4,4169E-075	-3,9945E-075	-3,4603E-075	-2,9004E-075	-2,3331E-075	-1,5367E-075	-2,0918E-078	
45,00	-1,1423E-076	-5,0066E-076	-9,0092E-076	-1,2671E-075	-1,5893E-075	-1,9077E-075	-2,2611E-075	-2,6554E-075	-3,0541E-075	-3,3913E-075	-3,5954E-075	-3,6126E-075	-3,4252E-075	-3,0641E-075	-2,5913E-075	-2,0432E-075	-1,2835E-075	-1,6892E-078	
