S 10 18 8
1
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
020,000	1,8115E-007	5,3599E-006	4,4392E-005	1,9477E-004	5,8594E-004	1,3788E-003	2,7326E-003	4,7585E-003	7,4699E-003	1,0775E-002	1,4509E-002	1,8441E-002	2,2268E-002	2,5694E-002	2,8488E-002	3,0524E-002	3,1762E-002	3,2178E-002	TRUE
025,000	1,0444E-005	1,5781E-004	7,9113E-004	2,4818E-003	5,9826E-003	1,2045E-002	2,1088E-002	3,2936E-002	4,6861E-002	6,1899E-002	7,7189E-002	9,2112E-002	1,0620E-001	1,1889E-001	1,2938E-001	1,3704E-001	1,4158E-001	1,4308E-001	TRUE
030,000	1,4615E-004	1,5147E-003	6,4993E-003	1,7389E-002	3,5237E-002	5,9708E-002	8,9886E-002	1,2505E-001	1,6456E-001	2,0718E-001	2,5068E-001	2,9253E-001	3,3040E-001	3,6232E-001	3,8695E-001	4,0420E-001	4,1431E-001	4,1758E-001	TRUE
035,000	1,5958E-003	7,9918E-003	2,5479E-002	6,0982E-002	1,1925E-001	1,9960E-001	2,9504E-001	3,9456E-001	4,8742E-001	5,6684E-001	6,3116E-001	6,8278E-001	7,2515E-001	7,5986E-001	7,8692E-001	8,0553E-001	8,1585E-001	8,1894E-001	TRUE
040,000	9,8910E-003	4,4129E-002	9,7035E-002	1,7201E-001	2,7321E-001	4,0682E-001	5,7604E-001	7,7596E-001	9,9201E-001	1,2037E000	1,3920E000	1,5449E000	1,6584E000	1,7332E000	1,7745E000	1,7913E000	1,7942E000	1,7932E000	TRUE
045,000	3,5726E-002	1,7262E-001	3,5029E-001	5,5117E-001	7,4477E-001	9,1676E-001	1,0702E000	1,2210E000	1,3880E000	1,5818E000	1,7990E000	2,0234E000	2,2336E000	2,4125E000	2,5469E000	2,6346E000	2,6827E000	2,6972E000	TRUE
050,000	9,6886E-002	4,1834E-001	8,6327E-001	1,3797E000	1,8805E000	2,2939E000	2,5748E000	2,7112E000	2,7224E000	2,6484E000	2,5373E000	2,4312E000	2,3543E000	2,3137E000	2,3022E000	2,3010E000	2,2997E000	2,2976E000	TRUE
055,000	2,1468E-001	6,9900E-001	1,4461E000	2,3817E000	3,3729E000	4,3047E000	5,0779E000	5,6231E000	5,9103E000	5,9501E000	5,7825E000	5,4594E000	5,0391E000	4,5857E000	4,1546E000	3,7806E000	3,5087E000	3,4056E000	TRUE

10
0,08726646	0,17453293	0,26179939	0,34906585	0,43633231	0,52359878	0,61086524	0,6981317	0,78539816	0,87266463	0,95993109	1,04719755	1,13446401	1,22173048	1,30899694	1,3962634	1,48352986	1,57079633	
020,000	1,8115E-006	5,3599E-005	4,4392E-004	1,9477E-003	5,8593E-003	1,3787E-002	2,7325E-002	4,7582E-002	7,4692E-002	1,0773E-001	1,4506E-001	1,8437E-001	2,2263E-001	2,5687E-001	2,8480E-001	3,0515E-001	3,1750E-001	3,2163E-001	TRUE
025,000	1,0444E-004	1,5781E-003	7,9110E-003	2,4816E-002	5,9817E-002	1,2042E-001	2,1080E-001	3,2917E-001	4,6823E-001	6,1834E-001	7,7090E-001	9,1975E-001	1,0602E000	1,1867E000	1,2911E000	1,3671E000	1,4117E000	1,4259E000	TRUE
030,000	1,4614E-003	1,5147E-002	6,4978E-002	1,7378E-001	3,5194E-001	5,9588E-001	8,9631E-001	1,2461E000	1,6392E000	2,0630E000	2,4954E000	2,9105E000	3,2852E000	3,5995E000	3,8396E000	4,0042E000	4,0949E000	4,1202E000	TRUE
035,000	1,5953E-002	7,9854E-002	2,5448E-001	6,0868E-001	1,1888E000	1,9858E000	2,9271E000	3,9009E000	4,8011E000	5,5630E000	6,1733E000	6,6573E000	7,0483E000	7,3598E000	7,5879E000	7,7208E000	7,7599E000	7,7524E000	TRUE
040,000	9,8817E-002	4,3881E-001	9,6050E-001	1,6967E000	2,6907E000	4,0053E000	5,6663E000	7,6127E000	9,6858E000	1,1676E001	1,3398E001	1,4739E001	1,5668E001	1,6185E001	1,6330E001	1,6179E001	1,5854E001	1,5652E001	TRUE
045,000	3,5613E-001	1,7023E000	3,4027E000	5,2608E000	6,9913E000	8,5008E000	9,8698E000	1,1277E001	1,2888E001	1,4769E001	1,6845E001	1,8936E001	2,0818E001	2,2311E001	2,3268E001	2,3638E001	2,3536E001	2,3365E001	TRUE
050,000	9,6056E-001	4,0878E000	8,2158E000	1,2702E001	1,6686E001	1,9609E001	2,1258E001	2,1726E001	2,1312E001	2,0395E001	1,9346E001	1,8459E001	1,7866E001	1,7564E001	1,7447E001	1,7314E001	1,7075E001	1,6909E001	TRUE
055,000	2,1090E000	6,7556E000	1,3515E001	2,1253E001	2,8557E001	3,4483E001	3,8482E001	4,0376E001	4,0290E001	3,8552E001	3,5573E001	3,1716E001	2,7321E001	2,2796E001	1,8591E001	1,5068E001	1,2583E001	1,1636E001	TRUE

100
