S 3 10 14
1,00E05
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
10,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
15,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
20,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
25,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
30,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
35,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
40,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
45,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
50,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
55,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
60,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
65,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
70,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	

1,00E06
0,0175 0,1745 0,3491 0,5236 0,6981 0,8727 1,0472 1,2217 1,3963 1,5533 
05,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
10,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
15,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
20,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
25,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
30,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
35,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
40,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
45,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
50,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
55,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
60,0	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	2,325E019	
