I V V
S 35
8.105999999999990990e-02 6.277078893215655431e-02
1.043099999999999028e-01 7.918951620241927725e-02
1.274900000000001032e-01 7.658769716719537879e-02
1.506099999999999106e-01 5.890245100336262418e-02
1.739299999999999180e-01 5.309307739293239736e-02
1.975400000000000489e-01 4.936966269248650035e-02
2.207900000000000418e-01 2.902660798907540085e-02
2.440500000000001002e-01 1.487303792727125325e-02
2.672300000000000786e-01 -4.510062480843210313e-03
2.905599999999999294e-01 -1.827423724397363516e-02
3.143100000000000893e-01 -9.972847535703252553e-03
3.377099999999999547e-01 2.312316104097756481e-03
3.610999999999999766e-01 2.913471596087681761e-03
3.840699999999999115e-01 -3.833641768336302613e-03
4.071100000000000829e-01 -1.127935372138690572e-03
4.308700000000000863e-01 -1.214631214548788545e-03
4.540500000000000647e-01 -3.587914776743953219e-03
4.773700000000000720e-01 1.192943723872486820e-03
5.005599999999998939e-01 2.300633798162611803e-03
5.238799999999999013e-01 -3.265082890655473732e-03
5.478499999999999481e-01 -1.465011981283411520e-03
5.711699999999999555e-01 1.345643446708350531e-03
5.944300000000000139e-01 1.913753607654627162e-03
6.176800000000000068e-01 -5.025653610210817357e-03
6.410100000000000797e-01 -3.263639982396127157e-03
6.649000000000000465e-01 3.524912506095583572e-04
6.882299999999998974e-01 -5.370445914261829171e-03
7.112700000000000689e-01 2.632447892792906443e-03
7.345900000000000762e-01 1.932467386792018332e-03
7.579199999999999271e-01 -9.088928346503424502e-03
8.399799999999999489e-01 2.439509929055484402e-02
8.632999999999999563e-01 2.799240638513936924e-02
8.862700000000000022e-01 2.540279435295550794e-02
9.147899999999999920e-01 4.282688886214543189e-02
9.378999999999999559e-01 6.546864537391738903e-02
