I V I
S 71
5.956000000000005734e-02 8.939607500462753986e-01
7.526999999999994806e-02 9.156728457357183881e-01
8.691000000000004277e-02 9.314406199679250431e-01
9.855999999999998096e-02 9.690904074096040599e-01
1.101700000000001012e-01 9.485014278466490367e-01
1.218099999999999739e-01 8.686546463817497177e-01
1.332699999999999996e-01 8.168945986071214360e-01
1.448799999999998978e-01 8.178479998096703785e-01
1.565199999999999925e-01 7.594662437204948713e-01
1.681500000000000217e-01 7.001388088220210637e-01
1.797899999999998943e-01 6.950802420958064332e-01
1.918400000000000105e-01 6.539951693665335686e-01
2.034800000000001052e-01 5.883495866285750608e-01
2.150600000000000289e-01 5.556216008136811713e-01
2.266300000000001091e-01 5.006847315572808821e-01
2.382800000000000473e-01 4.836843211846553747e-01
2.499100000000000765e-01 4.772533403534809371e-01
2.615400000000001057e-01 4.614326553818686727e-01
2.731799999999999784e-01 4.490357919783061758e-01
2.848500000000000476e-01 3.705305827535665952e-01
2.964599999999999458e-01 1.979481434399023576e-01
3.085100000000000620e-01 5.892318730583528952e-02
3.201700000000000657e-01 1.152688194716627867e-02
3.318399999999999128e-01 1.047335398203444456e-02
3.436399999999999455e-01 -1.399505057405076025e-03
3.552999999999999492e-01 1.237320450553497375e-02
3.669400000000000439e-01 1.089418305663622522e-02
3.784000000000000696e-01 1.903900215206336122e-02
3.898399999999999643e-01 2.167084005102215549e-02
4.013800000000000701e-01 1.816816706908899737e-02
4.129599999999999937e-01 2.634713337017308143e-02
4.252199999999999314e-01 2.255460325800848209e-02
4.366799999999999571e-01 1.816816706908899737e-02
4.481699999999999573e-01 2.211231466663313161e-02
4.599699999999999900e-01 3.388079892614842548e-02
4.716199999999999282e-01 2.928763636852727004e-02
4.832499999999999574e-01 3.226355893432730770e-02
4.948900000000000521e-01 1.925721267766219991e-02
5.063500000000000778e-01 2.455501517393912647e-02
5.180599999999999650e-01 2.522551253500707191e-02
5.298199999999999577e-01 2.657207803408126456e-02
5.420799999999998953e-01 2.997122852801270554e-02
5.537600000000000300e-01 3.111475459292317725e-02
5.654399999999999427e-01 2.145040751588969674e-02
5.770699999999999719e-01 3.249395533779209089e-02
5.886899999999999356e-01 2.612239579257541466e-02
6.003199999999999648e-01 1.665190429667634531e-02
6.119699999999999029e-01 1.947562427516510986e-02
6.235999999999999321e-01 2.837911338806078931e-02
6.352299999999999613e-01 2.388636790836692891e-02
6.468799999999998995e-01 1.005329938969223846e-02
6.591499999999999027e-01 1.903900215206336122e-02
6.708000000000000629e-01 1.536000850648694405e-02
6.824799999999999756e-01 7.756779439208938420e-03
6.940900000000000958e-01 1.578984742720607182e-02
7.055599999999999650e-01 1.258527277643761710e-02
7.172000000000000597e-01 9.634017854273757564e-03
7.288399999999999324e-01 1.751714295850098635e-02
7.404699999999999616e-01 3.019951264455400519e-02
7.521500000000000963e-01 4.965278847358334247e-02
7.637899999999999689e-01 1.673525051936155528e-01
8.342199999999999616e-01 6.349363601083128916e-01
8.458400000000000363e-01 6.475953657210322678e-01
8.574800000000000200e-01 6.759459836148817846e-01
8.691400000000000237e-01 7.302108237754030284e-01
8.806199999999999584e-01 6.908860717228302306e-01
8.920500000000000096e-01 7.146241603053173908e-01
9.089599999999999902e-01 7.354640666851990360e-01
9.206400000000000139e-01 8.026984547068833908e-01
9.322000000000000286e-01 9.367451396861146140e-01
9.437299999999999578e-01 9.452833460931515663e-01
